Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Silas Ardoin,BAL,1,0.8788,0.1601,0.0145,0.0866,0.1007,0.009,0.270965,0.275603
Connor Joe,SEA,1,0.8759,0.1893,0.0219,0.1019,0.1017,0.012,0.304003,0.343875
Ryan McCrystal,CIN,1,0.9256,0.2084,0.0141,0.0893,0.0539,0.009,0.272472,0.325411
Collin Price,HOU,0.297577,0.2672,0.0508,0.0107,0.0312,0.0236,0.0033,0.262234,0.353293
Mario Camilletti,CHW,1,0.8755,0.1872,0.0116,0.0918,0.105,0.008,0.301496,0.297087
Billy Amick,NYM,1,0.9039,0.1806,0.0398,0.1062,0.0706,0.014,0.266345,0.37128
D'Andre Smith,NYM,1,0.9223,0.214,0.0185,0.1004,0.0522,0.014,0.28141,0.346308
Adrian Santana,MIA,1,0.9282,0.2293,0.006,0.0913,0.0533,0.007,0.290851,0.32019
Connor Hollis,,1,0.9031,0.2105,0.0101,0.0936,0.0714,0.014,0.297178,0.318791
Blake Sabol,TBR,1,0.9002,0.1871,0.0232,0.0962,0.0767,0.011,0.276098,0.329482
Francisco Acuna,SDP,1,0.8911,0.1819,0.0163,0.0933,0.0824,0.015,0.280506,0.308383
Victor Arias,TOR,1,0.9235,0.2074,0.0192,0.0962,0.056,0.009,0.273576,0.343692
Drew Waters,KCR,1,0.912,0.2157,0.0234,0.1044,0.0674,0.009,0.293361,0.379496
Nick Lorusso,NYM,1,0.912,0.1964,0.0287,0.103,0.0675,0.009,0.274079,0.359211
Garrett Martin,NYY,1,0.9198,0.2019,0.0404,0.1114,0.0547,0.014,0.271769,0.398239
Alek Thomas,LAD,0.314546,0.2905,0.0693,0.0095,0.0343,0.0174,0.0028,0.285851,0.393804
Luke Hanson,TEX,1,0.9217,0.2008,0.0159,0.0905,0.0568,0.01,0.268756,0.315504
Jerar Encarnacion,SFG,1,0.9193,0.2218,0.0365,0.1042,0.0624,0.007,0.292369,0.405308
Austin Hays,SDP,9.91091,9.0963,2.1769,0.3103,1.0477,0.6274,0.0892,0.292793,0.398778
Rafael Ortega,,1,0.8758,0.1891,0.0237,0.1039,0.106,0.007,0.303313,0.340945
Terrin Vavra,,1,0.8965,0.207,0.0118,0.0942,0.0819,0.01,0.300191,0.321584
Will Wilson,SEA,1,0.9098,0.1874,0.0231,0.0927,0.0698,0.009,0.267296,0.326006
Rhylan Thomas,TOR,1,0.9234,0.2436,0.0116,0.0991,0.058,0.007,0.309933,0.350552
José Barrero,BAL,1,0.91,0.1786,0.0318,0.0993,0.0622,0.016,0.257987,0.343407
Max Kepler,,1,0.889,0.2072,0.0298,0.1062,0.092,0.009,0.309034,0.385602
Axiel Plaz,PIT,1,0.9234,0.2013,0.0232,0.0939,0.0521,0.013,0.26755,0.333333
Logan Driscoll,MIA,0.297278,0.271,0.0611,0.0059,0.0284,0.0194,0.0033,0.283204,0.344649
Taylor Young,LAD,1,0.8895,0.2018,0.0108,0.1007,0.088,0.011,0.302099,0.315008
Mikey Romero,BOS,1,0.9307,0.2099,0.0232,0.0988,0.0498,0.008,0.268856,0.366176
Alex Madera,CHC,1,0.8964,0.2135,0.0051,0.0934,0.0851,0.007,0.30692,0.307452
Dru Baker,CHW,1,0.9265,0.2155,0.0157,0.094,0.051,0.011,0.278698,0.330167
Ryan Ward,LAD,1,0.9081,0.201,0.0438,0.1129,0.0762,0.005,0.28322,0.411629
Tyler Locklear,ARI,1,0.8948,0.2166,0.0294,0.1117,0.0769,0.017,0.311778,0.396625
Luis Guillorme,,1,0.8725,0.1935,0.0078,0.0959,0.1082,0.007,0.310251,0.296275
Maick Collado,CLE,1,0.92,0.2117,0.0161,0.0928,0.0605,0.008,0.28141,0.331848
Jud Fabian,BAL,1,0.8798,0.1637,0.0302,0.099,0.1007,0.008,0.273576,0.326665
Keiner Delgado,PIT,1,0.8993,0.1987,0.017,0.0975,0.0772,0.012,0.289143,0.324697
Yamal Encarnacion,HOU,1,0.9204,0.2098,0.0104,0.0971,0.0611,0.007,0.2791,0.321165
Riley Unroe,CHW,1,0.8805,0.1776,0.0199,0.0966,0.099,0.009,0.286833,0.315162
Carlos Pérez,DET,0.301651,0.2721,0.0576,0.0113,0.0328,0.0227,0.0033,0.278388,0.384418
Austin Wynns,CHC,0.293719,0.2674,0.0585,0.008,0.0297,0.0197,0.0029,0.27755,0.350037
Marco Vargas,NYM,1,0.9028,0.2006,0.0087,0.094,0.0787,0.007,0.287536,0.303057
Rikuu Nishida,CHW,0.61927,0.5365,0.1277,0.0019,0.0585,0.0663,0.0087,0.328952,0.287978
Jonatan Clase,TOR,0.627348,0.5633,0.1257,0.0162,0.0679,0.0521,0.0044,0.2918,0.364814
Jared Oliva,TBR,1,0.9126,0.2067,0.0234,0.1081,0.0626,0.014,0.284381,0.358646
Eddys Leonard,SFG,1,0.918,0.2149,0.0327,0.1022,0.0574,0.013,0.286532,0.397604
Jett Williams,MIL,0.324356,0.2877,0.0634,0.0075,0.0348,0.0297,0.0032,0.298235,0.360445
Jace Jung,DET,0.325256,0.2831,0.0625,0.0102,0.0361,0.0366,0.002,0.312037,0.380078
Rudy Martin Jr.,TOR,1,0.8931,0.2016,0.0217,0.1105,0.085,0.01,0.298001,0.344866
Pablo Aliendo,CIN,1,0.9176,0.1792,0.0323,0.096,0.0549,0.016,0.25118,0.34514
Bryan Lavastida,ATH,0.301651,0.2727,0.0598,0.0065,0.0297,0.0219,0.0036,0.283955,0.339567
Ali Camarillo,ATH,1,0.9271,0.224,0.0094,0.0903,0.0514,0.01,0.286633,0.327257
Justin DeCriscio,SDP,1,0.9243,0.2048,0.0165,0.0922,0.0492,0.015,0.270162,0.323055
Josh Adamczewski,MIL,1,0.8929,0.2106,0.0207,0.1047,0.0856,0.01,0.307522,0.364543
Beau Philip,TOR,1,0.9015,0.1806,0.0202,0.0923,0.076,0.011,0.268756,0.311703
Tai Peete,STL,1,0.9323,0.2109,0.024,0.1002,0.0502,0.006,0.268254,0.364475
Jorge Soler,,1.74261,1.5274,0.3294,0.068,0.1984,0.1795,0.0209,0.304588,0.397997
Eric Hartman,ATL,1,0.9131,0.1994,0.027,0.1051,0.0634,0.012,0.275987,0.354616
Dylan O'Rae,MIL,1,0.8738,0.1896,0.0061,0.0979,0.1027,0.012,0.305614,0.293088
Anderson De Los Santos,BAL,1,0.8907,0.1806,0.0193,0.0945,0.0878,0.01,0.279602,0.317166
Leo Balcazar,CIN,1,0.9164,0.2095,0.0173,0.0931,0.0641,0.008,0.282816,0.331842
Carson Williams,TBR,0.35403,0.319,0.0629,0.0108,0.0365,0.0279,0.0028,0.265683,0.352665
Jeral Perez,CHW,1,0.9155,0.1959,0.0247,0.0959,0.064,0.009,0.270061,0.343091
Kevin Alcántara,CHC,0.647067,0.5874,0.1325,0.0215,0.0709,0.0479,0.0039,0.28618,0.379809
Tyler McDonough,BOS,1,0.9077,0.1981,0.0197,0.0981,0.0708,0.01,0.280104,0.338328
Kaden Polcovich,SEA,1,0.8968,0.1773,0.0182,0.0934,0.0797,0.012,0.270162,0.307538
Julian Brock,TEX,1,0.9157,0.1786,0.0176,0.0875,0.0618,0.011,0.252486,0.299443
Chris Meyers,DET,1,0.8982,0.2031,0.0258,0.1042,0.0753,0.015,0.294667,0.366956
Armando Alvarez,,1,0.9101,0.2087,0.0299,0.1035,0.0706,0.008,0.288483,0.380178
Ben Rortvedt,LAD,1,0.8942,0.1814,0.0202,0.0977,0.0801,0.013,0.275963,0.31134
Cody Morissette,MIN,1,0.9165,0.1937,0.0263,0.0982,0.065,0.007,0.266847,0.346536
Bennett Hostetler,MIA,1,0.9172,0.1861,0.0229,0.093,0.0573,0.014,0.258512,0.327737
Connor McGinnis,NYY,1,0.9127,0.2003,0.019,0.0944,0.0608,0.015,0.277292,0.331106
Jaiden Lo Re,BAL,1,0.9104,0.2045,0.0133,0.0914,0.0681,0.01,0.28382,0.311511
Johnny Olmstead,MIA,1,0.9071,0.1914,0.0215,0.0971,0.0694,0.012,0.273978,0.335906
Jose Ramos,NYM,1,0.9038,0.1863,0.0317,0.1025,0.0757,0.009,0.27217,0.35395
William Simoneit,,1,0.9075,0.1731,0.019,0.0874,0.068,0.013,0.255197,0.299614
Jay Thomason,MIN,1,0.9043,0.2046,0.027,0.1042,0.0732,0.011,0.290047,0.363486
Jorge Barrosa,HOU,1,0.8961,0.1892,0.0191,0.0991,0.0842,0.008,0.282644,0.330209
Gabriel Gonzalez,MIN,0.334351,0.3072,0.0763,0.0079,0.0345,0.0194,0.0043,0.30012,0.386719
Nate George,BAL,1,0.9252,0.2096,0.0154,0.0944,0.0533,0.01,0.274079,0.321984
Felix Reyes,PHI,1,0.9494,0.2407,0.0367,0.1117,0.033,0.007,0.281658,0.423215
Will Banfield,CIN,0.911779,0.8568,0.1844,0.0227,0.082,0.038,0.0073,0.252779,0.340103
Wyatt Hendrie,PIT,1,0.8993,0.1827,0.0194,0.0934,0.0762,0.013,0.273074,0.311909
Lucas Spence,HOU,0.314922,0.2814,0.0596,0.0069,0.032,0.0253,0.0044,0.284939,0.346482
Robert Hassell III,PIT,1,0.909,0.2171,0.0168,0.0988,0.0732,0.006,0.297639,0.345875
Spencer Nivens,KCR,1,0.902,0.2126,0.0198,0.1037,0.0815,0.005,0.300392,0.363415
Josh Hood,SEA,1,0.9247,0.1764,0.0287,0.0932,0.0578,0.006,0.241237,0.326809
Austin Slater,TBR,1,0.8761,0.1957,0.0201,0.1043,0.104,0.009,0.309909,0.338546
J.T. Arruda,TBR,1,0.8967,0.1843,0.0134,0.0914,0.0848,0.007,0.277292,0.296866
Marcus Lee Sang,TEX,1,0.9227,0.2177,0.0254,0.102,0.0568,0.009,0.284724,0.368917
Ryan Burrowes,CHW,1,0.9135,0.1953,0.0134,0.0898,0.064,0.011,0.271467,0.303886
Ty Hanchey,SFG,1,0.9131,0.1873,0.0165,0.085,0.0644,0.011,0.263834,0.308181
Jaxson West,TOR,1,0.9125,0.1873,0.0132,0.0851,0.065,0.011,0.264437,0.284055
E.J. Exposito,DET,1,0.9202,0.1939,0.0284,0.0999,0.0603,0.008,0.263332,0.350902
Ariel Armas,CHC,1,0.9124,0.1888,0.0144,0.09,0.0641,0.012,0.266044,0.30217
Jose Astudillo,SFG,1,0.926,0.2398,0.0145,0.0965,0.0525,0.01,0.303605,0.360799
Braden Shewmake,HOU,1,0.9277,0.2055,0.0212,0.0973,0.0521,0.009,0.267671,0.347095
Yasmil Bucce,BAL,1,0.8887,0.1562,0.0235,0.088,0.0888,0.011,0.257106,0.285361
Colby Shelton,CHW,1,0.9125,0.1889,0.0277,0.0983,0.066,0.01,0.266044,0.347726
Graham Brown,MIN,1,0.9033,0.2,0.0288,0.1051,0.0752,0.01,0.286432,0.366102
Austin Gauthier,LAD,1,0.8698,0.1839,0.0141,0.0992,0.1117,0.007,0.303907,0.305932
Archer Brookman,ATL,1,0.9061,0.188,0.0174,0.0915,0.0704,0.012,0.271568,0.306368
Will Brennan,SFG,1,0.9354,0.244,0.0187,0.0975,0.0436,0.01,0.298765,0.383045
Liover Peguero,WSN,1,0.9164,0.2047,0.0199,0.0981,0.0644,0.007,0.277487,0.341663
Carlos Sanchez,CIN,1,0.9062,0.1984,0.0168,0.0934,0.0773,0.005,0.281912,0.325535
Sam Haggerty,,1,0.8993,0.208,0.0162,0.106,0.078,0.011,0.298403,0.341377
Kameron Misner,PHI,0.321144,0.2857,0.0592,0.0092,0.0342,0.0295,0.0022,0.284329,0.357368
Trevor Austin,HOU,1,0.8923,0.1824,0.0169,0.0955,0.0792,0.017,0.279803,0.316149
Juan Flores,LAA,1,0.9379,0.1884,0.0253,0.0859,0.0356,0.015,0.240032,0.323808
Lonnie White Jr.,PIT,1,0.9013,0.1912,0.0302,0.104,0.0762,0.011,0.279602,0.360479
Matthew Lugo,KCR,2.58473,2.3869,0.5388,0.0699,0.2671,0.1404,0.0284,0.27485,0.379362
Omar Narváez,,1,0.8827,0.1871,0.0166,0.0943,0.095,0.01,0.293538,0.309052
Miguel Bleis,BOS,1,0.9307,0.2046,0.0284,0.1004,0.0478,0.01,0.263533,0.35801
Jose Devers,CLE,1,0.9281,0.2017,0.0147,0.089,0.0524,0.008,0.263232,0.320763
Gage Workman,SDP,0.325464,0.2983,0.0647,0.009,0.0334,0.0213,0.0023,0.272363,0.366074
Adolis García,PHI,1,0.9059,0.2051,0.0403,0.1136,0.074,0.011,0.29071,0.408434
Luke Waddell,ATL,1,0.9012,0.2021,0.0091,0.0928,0.0763,0.011,0.29065,0.304261
Keaton Anthony,PHI,1,0.9125,0.239,0.0247,0.1105,0.066,0.01,0.31636,0.401205
Luke Stevenson,SEA,1,0.8748,0.1394,0.021,0.0861,0.1037,0.01,0.254193,0.260288
Luis Vázquez,BAL,0.329431,0.3051,0.0686,0.0078,0.0324,0.0166,0.0043,0.272534,0.350377
Tyler Freeman,COL,0.341334,0.3037,0.0817,0.0057,0.0393,0.0229,0.0109,0.339806,0.383273
Max Williams,MIA,1,0.9171,0.2352,0.0368,0.1148,0.0614,0.01,0.307924,0.427652
Gage Miller,MIA,1,0.895,0.1966,0.0184,0.0975,0.0805,0.013,0.291353,0.330391
Alexis Hernandez,TOR,1,0.9145,0.2108,0.025,0.1024,0.062,0.012,0.28603,0.364899
Andy Ibáñez,SEA,1,0.9206,0.2188,0.0202,0.1004,0.0578,0.011,0.288668,0.355529
Will Benson,CIN,1,0.8764,0.1889,0.0327,0.1113,0.1047,0.007,0.302019,0.38293
Willie MacIver,SEA,0.294801,0.2662,0.0557,0.0067,0.0282,0.0209,0.0041,0.275051,0.333584
Jorge Polanco,NYM,1,0.8844,0.2075,0.0371,0.1154,0.0982,0.007,0.313704,0.406151
Abraham Toro,KCR,1,0.9095,0.2164,0.0243,0.1068,0.0664,0.013,0.297018,0.380099
Homer Bush Jr.,TBR,1,0.919,0.2091,0.0106,0.095,0.0565,0.013,0.279803,0.312078
Brett Squires,KCR,1,0.9191,0.2178,0.0318,0.1114,0.0614,0.008,0.28844,0.40507
Hyeseong Kim,LAD,0.3109,0.2861,0.07,0.0039,0.0309,0.0191,0.0019,0.294118,0.331353
Jorge Alfaro,KCR,1,0.9415,0.2007,0.0293,0.0938,0.0342,0.014,0.249674,0.35401
Bryan Ramos,BAL,1,0.9041,0.1837,0.0235,0.0935,0.072,0.013,0.269725,0.32419
Termarr Johnson,PIT,1,0.8812,0.1904,0.0183,0.1005,0.0993,0.008,0.298986,0.325238
Jack Blomgren,HOU,1,0.9023,0.1908,0.0156,0.0944,0.0712,0.015,0.278196,0.313532
Frank Rodriguez,LAD,1,0.9231,0.1905,0.0213,0.0936,0.0544,0.011,0.257005,0.321417
Chase Davis,STL,1,0.8968,0.1903,0.0221,0.0964,0.0827,0.009,0.283218,0.330285
Allan Castro,BOS,1,0.9058,0.2113,0.0233,0.1049,0.0767,0.006,0.29527,0.365864
Braylen Wimmer,COL,1,0.9192,0.2248,0.0201,0.1055,0.0563,0.013,0.29537,0.369343
Garrett Pennington,DET,1,0.9313,0.2283,0.0307,0.1078,0.0452,0.012,0.286733,0.403844
Kahlil Watson,CLE,0.335285,0.3019,0.0641,0.011,0.0358,0.026,0.004,0.281484,0.371315
Blake Mitchell,KCR,1,0.8729,0.149,0.0241,0.0925,0.1056,0.01,0.265743,0.28434
Bill Knight,SEA,1,0.9127,0.1903,0.0133,0.0912,0.0568,0.019,0.267249,0.302619
Jeferson Morales,,1,0.9014,0.204,0.021,0.1008,0.0721,0.015,0.292357,0.357
Kyren Paris,LAA,1,0.8842,0.1745,0.0271,0.097,0.094,0.01,0.279731,0.334879
Hayden Senger,NYM,0.285505,0.2633,0.0539,0.0066,0.0268,0.0152,0.0034,0.255282,0.324345
Colby Shade,MIA,1,0.9051,0.1968,0.0191,0.0999,0.0654,0.018,0.28141,0.332118
Duke Ellis,NYY,1,0.9178,0.2053,0.0187,0.1124,0.0618,0.009,0.277292,0.335149
Sebastián Rivero,LAA,0.575717,0.5357,0.1159,0.0103,0.0491,0.0273,0.0052,0.259169,0.320889
C.J. Hinojosa,,1,0.929,0.2038,0.0155,0.0903,0.0505,0.009,0.264437,0.321206
Ben Cowles,CHC,1,0.9194,0.199,0.0152,0.0941,0.0581,0.011,0.269258,0.321297
MJ Melendez,NYM,0.975441,0.8672,0.184,0.0378,0.1094,0.0889,0.0088,0.289785,0.398639
Coco Montes,,1,0.9122,0.2015,0.0202,0.0956,0.0676,0.009,0.279189,0.343346
Anthony Scull,LAA,1,0.9379,0.2076,0.0258,0.0918,0.0396,0.011,0.259315,0.349184
Danny Serretti,ARI,1,0.8847,0.1879,0.0172,0.0987,0.0928,0.011,0.29296,0.323386
Michael Trautwein,CIN,1,0.8901,0.1652,0.0241,0.0923,0.0854,0.013,0.264738,0.308055
Tanner Schobel,MIN,1,0.9023,0.1919,0.0159,0.0926,0.0772,0.009,0.279301,0.316303
Eddie Micheletti Jr.,LAA,1,0.8913,0.1918,0.0255,0.0993,0.0832,0.014,0.290248,0.356333
Justin Turner,,1,0.8841,0.2151,0.0221,0.1065,0.0911,0.015,0.322102,0.366587
Zach Dezenzo,HOU,0.642598,0.5716,0.1274,0.0161,0.0663,0.0573,0.0064,0.298594,0.358118
Kenedy Corona,NYY,1,0.9056,0.1882,0.0225,0.0992,0.073,0.01,0.272344,0.328843
Matthew Etzel,MIA,1,0.893,0.2037,0.0268,0.1073,0.0895,0.006,0.300492,0.369205
Caleb Cali,SEA,1,0.9107,0.1715,0.0306,0.0959,0.0708,0.007,0.250377,0.330405
Enrique Jimenez,MIN,1,0.9033,0.1663,0.0232,0.0879,0.0772,0.008,0.252586,0.295472
Daniel Vellojin,TBR,1,0.8987,0.1681,0.0165,0.087,0.0808,0.009,0.259014,0.286525
Tommy Hawke,CLE,1,0.8918,0.1943,0.0074,0.0909,0.0887,0.008,0.292257,0.284817
Michael Chavis,CIN,1,0.9206,0.2097,0.0361,0.1066,0.0569,0.011,0.278799,0.392244
Mason White,BOS,1,0.9097,0.1969,0.0189,0.0956,0.0688,0.01,0.276891,0.338243
Corey Julks,DET,0.330891,0.301,0.0706,0.0089,0.0355,0.0243,0.002,0.293904,0.375415
Andrew Pintar,MIA,0.324356,0.2949,0.0675,0.0055,0.0321,0.0225,0.0032,0.288634,0.340454
Marcell Ozuna,,1.02178,0.8848,0.2035,0.0408,0.1175,0.1206,0.0072,0.324836,0.408793
Maximo Acosta,MIA,0.628879,0.5744,0.1258,0.0137,0.0621,0.0411,0.0057,0.275763,0.341226
Yeiner Fernandez,LAD,1,0.9053,0.2078,0.0138,0.0975,0.0702,0.013,0.292257,0.324091
Jair Camargo,ATL,1,0.9345,0.1913,0.0272,0.0944,0.0436,0.01,0.246032,0.335259
Jay Allen II,CIN,1,0.9044,0.1966,0.0237,0.0991,0.0651,0.019,0.281912,0.342548
Will Taylor,PIT,1,0.9103,0.2039,0.0218,0.1004,0.0662,0.012,0.283318,0.348017
Gavin Logan,ARI,1,0.8946,0.1675,0.022,0.0933,0.0809,0.013,0.262529,0.3055
Yoeilin Cespedes,BOS,1,0.9376,0.2018,0.0234,0.094,0.0439,0.007,0.253791,0.344817
Devin Taylor,ATH,1,0.9019,0.2108,0.029,0.1039,0.0796,0.007,0.298684,0.375762
Justin Gonzales,BOS,1,0.9067,0.2124,0.0223,0.1019,0.0688,0.013,0.295471,0.36131
Kyle Farmer,ATL,1.27506,1.1644,0.2617,0.028,0.1239,0.077,0.0191,0.281799,0.342236
Jimmy Obertop,COL,1,0.8946,0.1837,0.0237,0.0978,0.0819,0.012,0.278799,0.332216
P.J. Higgins,CIN,1,0.9152,0.2038,0.0147,0.0908,0.063,0.009,0.27727,0.31851
Dillon Lewis,MIA,1,0.9282,0.2013,0.0309,0.1013,0.0533,0.007,0.26273,0.369963
Brandon Lockridge,MIL,2.63447,2.3736,0.5622,0.0282,0.2603,0.2097,0.0211,0.302314,0.32575
Jared Serna,MIA,3.45232,3.1487,0.7073,0.0679,0.3261,0.2258,0.0345,0.281672,0.33941
Cole Messina,COL,1,0.9084,0.2007,0.0163,0.0969,0.0701,0.01,0.282013,0.32926
Zach Humphreys,LAA,1,0.8934,0.168,0.0104,0.0812,0.0851,0.01,0.264236,0.268077
Brandon Compton,MIA,1,0.8839,0.1865,0.0358,0.1094,0.0956,0.009,0.292357,0.380473
Cristian Hernández,MIA,1,0.9161,0.2014,0.014,0.0928,0.0664,0.006,0.274982,0.318852
Tre Richardson III,STL,1,0.9174,0.2054,0.0173,0.0953,0.0601,0.011,0.277694,0.330826
Owen Miller,CHC,1,0.9273,0.2236,0.0148,0.0984,0.0511,0.011,0.286703,0.350803
Juan Yepez,,1,0.9079,0.216,0.0337,0.1099,0.0743,0.008,0.299078,0.401806
Caleb Ricketts,PHI,1,0.9325,0.1984,0.0234,0.0937,0.045,0.011,0.255499,0.333083
Casey Yamauchi,ATH,1,0.9332,0.2324,0.0104,0.092,0.0373,0.018,0.288942,0.334012
Cade Marlowe,LAA,1,0.9061,0.2049,0.0225,0.1025,0.0752,0.007,0.288427,0.356142
Chris Newell,LAD,1,0.8994,0.1737,0.0376,0.1076,0.0821,0.007,0.263935,0.358128
Travis Honeyman,STL,1,0.9016,0.2176,0.0162,0.1,0.0709,0.016,0.305815,0.34583
Eduardo Tait,MIN,1,0.944,0.1909,0.0255,0.0882,0.0365,0.008,0.236417,0.325636
Duncan Pastore,NYY,1,0.9157,0.2066,0.0101,0.0899,0.0608,0.012,0.280607,0.311674
Trei Cruz,DET,1,0.8813,0.1961,0.0174,0.1009,0.1004,0.006,0.30399,0.338023
C.J. Stubbs,TOR,1,0.8964,0.1538,0.0279,0.0908,0.076,0.016,0.246862,0.301651
Jackson Appel,CHW,1,0.8905,0.1692,0.012,0.0835,0.084,0.014,0.268354,0.263784
Jake Cave,CHW,0.321432,0.2946,0.069,0.008,0.0325,0.0209,0.0023,0.288035,0.370672
Wyatt Young,NYM,1,0.8905,0.1921,0.0071,0.0891,0.091,0.007,0.291353,0.279506
Gerardo Rodriguez,BOS,1,0.9257,0.1985,0.015,0.0863,0.0528,0.01,0.262428,0.30161
Tirso Ornelas,SDP,1,0.9087,0.2097,0.0255,0.1016,0.0723,0.008,0.291048,0.367338
Christian Cairo,NYM,0.324356,0.2809,0.0585,0.0026,0.0311,0.0348,0.0049,0.304119,0.283019
Victor Duarte,SDP,1,0.9142,0.1778,0.0184,0.0877,0.0643,0.01,0.253189,0.29534
Jamari Baylor,NYM,1,0.8906,0.1819,0.0207,0.0979,0.0829,0.015,0.281008,0.320795
Christian Bethancourt,PIT,0.288273,0.2711,0.0592,0.0081,0.0283,0.0116,0.002,0.253835,0.353744
Anthony Vilar,SDP,1,0.8891,0.1619,0.0168,0.0869,0.0914,0.008,0.262428,0.279384
Dakota Harris,STL,1,0.9263,0.2126,0.0174,0.0947,0.0512,0.011,0.275987,0.335313
Joshua Palacios,PIT,1,0.9032,0.2196,0.0239,0.1059,0.0742,0.012,0.306874,0.376329
Jon Jon Gazdar,STL,1,0.9055,0.2087,0.0092,0.09,0.063,0.02,0.29296,0.306681
Hunter Fitz-Gerald,SEA,1,0.9297,0.2108,0.0318,0.1042,0.0508,0.008,0.270764,0.385178
Eddinson Paulino,NYM,1,0.913,0.1938,0.0227,0.099,0.0655,0.01,0.270463,0.341621
Jhostynxon Garcia,PIT,0.327924,0.3026,0.0717,0.01,0.0346,0.0184,0.0033,0.285889,0.38698
Gregory Barrios,TBR,1,0.9431,0.2186,0.0067,0.0883,0.0374,0.008,0.26514,0.303997
David Villar,,1,0.8852,0.1911,0.03,0.1,0.0921,0.011,0.2955,0.366019
Jeremy Eierman,ATH,1,0.9261,0.1901,0.0317,0.0966,0.0494,0.013,0.25359,0.352446
BJ Murray Jr.,CHC,0.324212,0.2869,0.0646,0.009,0.0357,0.0308,0.0029,0.304334,0.375741
Alberto Barriga,ARI,1,0.9196,0.1879,0.0168,0.0913,0.0589,0.01,0.257909,0.309591
Pavin Smith,ARI,8.31787,7.1776,1.6406,0.2367,0.9253,1.0131,0.0416,0.324884,0.378079
Omar Hernandez,KCR,1,0.9403,0.2045,0.0118,0.086,0.0392,0.009,0.253791,0.301074
Andrew McCutchen,,1,0.8663,0.1964,0.0257,0.1117,0.114,0.009,0.320618,0.36096
Greg Allen,,1,0.9011,0.1986,0.019,0.0981,0.0642,0.023,0.287063,0.335923
John Bay,NYM,1,0.8999,0.1824,0.0246,0.0992,0.0696,0.019,0.27217,0.331259
Brendan Jones,MIA,1,0.887,0.1957,0.022,0.1076,0.0935,0.008,0.298483,0.356933
Sammy Hernandez,STL,1,0.9026,0.1755,0.0161,0.0878,0.0719,0.014,0.262529,0.286063
Connor Hujsak,TBR,1,0.9502,0.2209,0.0325,0.1056,0.0313,0.007,0.260319,0.395601
Ryan Galanie,CHW,1,0.9205,0.2167,0.0299,0.1059,0.056,0.012,0.28593,0.387941
Angel Acosta,KCR,1,0.9292,0.2203,0.0095,0.0903,0.0483,0.011,0.280807,0.321459
Luis Hernandez,MIN,1,0.9105,0.173,0.0158,0.0845,0.061,0.017,0.252084,0.288083
Brayan Buelvas,ATH,1,0.919,0.1951,0.0287,0.0991,0.0625,0.007,0.265743,0.361153
Ian Moller,TEX,1,0.8958,0.1599,0.0167,0.0854,0.0857,0.007,0.253691,0.274503
Victor Ortega,MIA,1,0.885,0.1752,0.0103,0.0849,0.0915,0.012,0.279904,0.273333
Miguel Rodríguez,BAL,1,0.9025,0.1754,0.0107,0.0813,0.071,0.015,0.262529,0.262161
Jose Fernandez,ARI,3.54689,3.316,0.7902,0.0738,0.3485,0.1663,0.0248,0.277768,0.361007
Angelo Castellano,,1,0.9055,0.1906,0.0186,0.0928,0.074,0.009,0.274782,0.315295
Garrett Spain,MIN,1,0.9135,0.1799,0.0285,0.0972,0.065,0.01,0.256001,0.341434
Ethan O'Donnell,MIA,1,0.898,0.1943,0.0189,0.096,0.0785,0.012,0.28603,0.322383
Arturo De Freitas,TEX,1,0.9217,0.1729,0.0218,0.0863,0.0568,0.01,0.240735,0.299121
LuJames Groover,ARI,0.313649,0.2809,0.07,0.006,0.0328,0.0254,0.0035,0.316784,0.368815
Zach Cole,HOU,1,0.9096,0.182,0.0372,0.1062,0.0682,0.011,0.262275,0.376759
Aramis Garcia,ARI,1,0.9142,0.1731,0.0276,0.0927,0.0609,0.013,0.248092,0.319733
Eloy Jiménez,,1,0.9126,0.2312,0.0244,0.1029,0.071,0.007,0.309882,0.380999
Kemp Alderman,MIA,0.324356,0.2998,0.0699,0.0108,0.0342,0.0176,0.0032,0.280892,0.389927
Ivan Johnson,CIN,0.322762,0.2888,0.0606,0.0093,0.0336,0.0266,0.0036,0.282514,0.354917
Welbyn Francisca,CLE,1,0.925,0.1926,0.0195,0.0894,0.0565,0.007,0.257206,0.309297
Max Wagner,TEX,1,0.9158,0.1832,0.0253,0.0943,0.0637,0.009,0.257005,0.330967
Dom Nuñez,CLE,1,0.8713,0.1452,0.018,0.0874,0.1069,0.01,0.263285,0.269138
Jhonny Level,SFG,1,0.932,0.2037,0.0177,0.0875,0.0465,0.01,0.261324,0.321888
Matt O'Neill,ARI,1,0.8986,0.1718,0.0173,0.0903,0.0829,0.007,0.26283,0.296795
Korey Lee,CHW,1,0.9256,0.1926,0.0285,0.096,0.054,0.009,0.256652,0.346694
Juan Matheus,MIA,1,0.9191,0.2128,0.013,0.0934,0.0614,0.008,0.283419,0.330106
Caden Connor,CHW,1,0.9145,0.2163,0.0174,0.0972,0.067,0.007,0.291554,0.34292
Ty Southisene,TOR,1,0.9005,0.1906,0.0044,0.0845,0.071,0.017,0.279803,0.267074
Tyler Howard,CLE,1,0.9009,0.1748,0.0109,0.0814,0.0756,0.012,0.263533,0.265623
