Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Erasmi Rodriguez,CHW,1,0.9445,0.1338,0.0137,0.062,0.033,0.011,0.178568,0.203494
Tevin Tucker,COL,1,0.9035,0.1549,0.0072,0.0798,0.072,0.013,0.240936,0.228777
Reginald Preciado,CHC,1,0.9405,0.176,0.0148,0.0784,0.037,0.011,0.224967,0.269006
Kaden Carpenter,TEX,1,0.9177,0.1518,0.0232,0.0819,0.0578,0.013,0.223561,0.268715
Ilan Fernandez,PHI,1,0.9255,0.1574,0.0105,0.0738,0.05,0.013,0.221352,0.23544
Wyatt Vincent,NYM,1,0.9356,0.1512,0.0155,0.0726,0.0419,0.011,0.204981,0.23835
Jose Riera,CLE,1,0.9392,0.1558,0.0094,0.0688,0.0383,0.011,0.205986,0.221146
Eduardo Herrera,CHW,1,0.9365,0.1284,0.0129,0.0613,0.042,0.01,0.181179,0.196369
Kleiver Chauran,TBR,1,0.9078,0.1361,0.0064,0.0674,0.0697,0.011,0.217736,0.195748
Anielson Buten,CIN,1,0.952,0.1783,0.0072,0.0689,0.0275,0.009,0.215728,0.242752
Karel Naranjo,CLE,1,0.9412,0.1466,0.0083,0.0648,0.0383,0.009,0.194737,0.207182
Ethan Long,SDP,1,0.9232,0.1611,0.0244,0.0823,0.0563,0.009,0.227378,0.281088
Henry Hunter,CIN,1,0.9094,0.1185,0.0133,0.0655,0.0671,0.012,0.198453,0.197053
Derniche Valdez,CHC,1,0.9585,0.1661,0.0156,0.0727,0.022,0.008,0.196947,0.25519
Haritzon Castillo,MIN,1,0.9369,0.1448,0.0083,0.0639,0.0406,0.011,0.197248,0.204611
Ayberson Ortega,TOR,1,0.9505,0.1446,0.0075,0.0596,0.028,0.01,0.183389,0.195686
Luis Cruz,NYY,1,0.9198,0.1421,0.0088,0.0678,0.0567,0.012,0.21171,0.205697
Qrey Lott,SDP,1,0.9273,0.1597,0.0168,0.0773,0.0422,0.019,0.221854,0.253424
Luis Bruno,LAA,1,0.926,0.1398,0.0049,0.0604,0.0515,0.011,0.203174,0.188769
Nick Monistere,HOU,1,0.9304,0.1429,0.0096,0.0692,0.0461,0.012,0.201868,0.216036
Ludwing Espinoza,CHC,1,0.9315,0.1538,0.009,0.0709,0.045,0.012,0.21171,0.22555
Leandro Romero,SEA,1,0.9466,0.1433,0.0155,0.0662,0.0329,0.009,0.186,0.222269
Jack Goodman,DET,1,0.9333,0.1497,0.0103,0.0683,0.0452,0.01,0.205785,0.220508
Edgar Lugo,DET,1,0.9444,0.1607,0.0083,0.068,0.0341,0.01,0.205684,0.223105
Jack Moroknek,WSN,1,0.924,0.1619,0.0204,0.0798,0.0565,0.008,0.227378,0.274351
Taitn Gray,TBR,1,0.931,0.177,0.0208,0.0839,0.0475,0.01,0.235513,0.291407
Maicor Degollado,BAL,1,0.9479,0.1528,0.0134,0.0679,0.0316,0.009,0.194235,0.228822
Rafeliz Lara,CLE,1,0.9483,0.1591,0.0102,0.0673,0.0292,0.011,0.200161,0.227987
Haram Hernandez,LAD,1,0.9558,0.1544,0.0101,0.0656,0.0217,0.011,0.187908,0.215108
Liberts Aponte,CIN,1,0.9297,0.1449,0.0134,0.0685,0.0478,0.011,0.20458,0.222115
Ivan Sosa,KCR,1,0.9533,0.1555,0.0193,0.072,0.0252,0.01,0.191524,0.252177
Eduardo Beltre,MIN,1,0.9297,0.1685,0.0267,0.0859,0.0488,0.01,0.228282,0.296978
Caleb Hobson,COL,1,0.9035,0.1488,0.0121,0.08,0.075,0.01,0.23481,0.237742
Jose Suarez,CHW,1,0.9285,0.1245,0.0102,0.0604,0.048,0.012,0.185297,0.18363
Bo Walker,ARI,1,0.9206,0.1452,0.0137,0.0727,0.0579,0.01,0.21402,0.228547
Brenner Cox,WSN,1,0.919,0.1498,0.0202,0.0788,0.0595,0.01,0.220247,0.260718
Moises Acacio,LAD,1,0.933,0.1467,0.011,0.0699,0.0445,0.011,0.203073,0.21522
Bohan Adderley,NYM,1,0.9396,0.1566,0.0108,0.0714,0.0389,0.01,0.206387,0.228182
Maicoll Rondon,KCR,1,0.9483,0.16,0.0059,0.0649,0.0302,0.01,0.201065,0.213751
Almen Tolentino,MIA,1,0.9222,0.1279,0.0125,0.0658,0.0553,0.011,0.195039,0.200499
Isay Veras,TOR,1,0.9305,0.1223,0.0123,0.0611,0.048,0.01,0.181079,0.188071
Shotaro Morii,ATH,1,0.9281,0.153,0.0115,0.07,0.0504,0.01,0.214322,0.232303
Yaxson Lucena,STL,1,0.9243,0.1463,0.0126,0.0693,0.0522,0.012,0.211409,0.221681
Juan Cruz,WSN,1,0.9508,0.1871,0.0238,0.084,0.0277,0.01,0.225771,0.308582
Diego Frontado,MIL,1,0.9292,0.1366,0.0162,0.0692,0.0473,0.012,0.196746,0.218037
Jarvis Gomez,SEA,1,0.9386,0.1569,0.0158,0.072,0.0399,0.01,0.207693,0.23876
Enry Torres,CIN,1,0.9277,0.1354,0.0103,0.0637,0.0498,0.011,0.197047,0.199095
Kelvin Alcantara,SEA,1,0.9297,0.149,0.0173,0.0722,0.0488,0.01,0.208697,0.236743
Luis Jaquez,TEX,1,0.9466,0.1555,0.0098,0.0657,0.0309,0.011,0.198252,0.220473
Eriel Dihigo,COL,1,0.9192,0.1643,0.0124,0.0769,0.0573,0.012,0.234609,0.247607
Kenly Hunter,STL,1,0.9312,0.1546,0.0088,0.0685,0.0453,0.012,0.212815,0.217676
Jacob Lombard,MIA,1,0.9332,0.143,0.0133,0.0684,0.0433,0.012,0.199156,0.221174
Gabriel Lara,NYY,1,0.9238,0.1505,0.0186,0.0769,0.0527,0.012,0.216129,0.24908
Diosfran Cabeza,ARI,1,0.9156,0.175,0.0111,0.0809,0.0609,0.012,0.248971,0.262014
Jose Urbina,ARI,1,0.9266,0.1304,0.011,0.0648,0.0489,0.013,0.19313,0.197496
Jose Nelo,ATL,1,0.9448,0.1435,0.0113,0.064,0.0337,0.01,0.188008,0.20851
Angel Rodriguez,DET,1,0.9213,0.1199,0.009,0.0603,0.0562,0.011,0.187908,0.177684
Richard Matic,NYY,1,0.9279,0.1406,0.0122,0.0676,0.0496,0.011,0.202069,0.215109
Dee Kennedy,STL,1,0.9322,0.1538,0.0088,0.0682,0.0453,0.011,0.211007,0.220554
Eliezer Rivero,LAA,1,0.9399,0.1307,0.0097,0.057,0.0356,0.013,0.180074,0.18885
Cameron Decker,LAD,1,0.9192,0.1566,0.0256,0.0879,0.0583,0.011,0.226876,0.289164
Joshddy Castillo,BAL,1,0.9341,0.1467,0.0105,0.0662,0.0454,0.009,0.201968,0.211969
Henniel Alcala,CHC,1,0.9315,0.1303,0.0119,0.0642,0.045,0.012,0.188109,0.195598
Diorland Zambrano,CIN,1,0.9409,0.1653,0.0115,0.0699,0.0376,0.01,0.213819,0.235519
Ricardo Paez,MIN,1,0.9206,0.1526,0.0145,0.074,0.0579,0.01,0.221452,0.241582
Jake McCutcheon,MIA,1,0.9171,0.157,0.0168,0.0783,0.0604,0.011,0.229386,0.258532
Lester Suarez,BOS,1,0.9336,0.1292,0.0115,0.062,0.0419,0.013,0.184895,0.195266
Oliver Tejada,SFG,1,0.9309,0.1619,0.0164,0.0736,0.0436,0.014,0.220448,0.259749
Robert Hipwell,SFG,1,0.9042,0.1477,0.0199,0.0785,0.0733,0.011,0.233002,0.268193
Maikol Orozco,DET,1,0.9363,0.1528,0.0088,0.0662,0.0402,0.012,0.205885,0.215529
Pascual Archila,TOR,1,0.9095,0.1277,0.0129,0.0682,0.068,0.011,0.207593,0.203408
Yoelvis Betancourt,ATL,1,0.9388,0.1411,0.0092,0.0636,0.0367,0.013,0.191624,0.19983
Max Belyeu,COL,1,0.9242,0.1675,0.0259,0.0879,0.0513,0.013,0.232801,0.303614
Dorian Soto,BOS,1,0.9476,0.156,0.0067,0.0634,0.0319,0.009,0.19775,0.211587
Brady Cerkownyk,WSN,1,0.9309,0.134,0.0119,0.0639,0.0466,0.011,0.192427,0.202707
Jose Meza,LAD,1,0.9132,0.1706,0.0199,0.0887,0.0633,0.012,0.246962,0.285918
Sterling Bazil,DET,1,0.9373,0.1348,0.0155,0.0676,0.0422,0.009,0.186803,0.211245
Edwin Darville,BOS,1,0.9237,0.144,0.0083,0.0692,0.0548,0.01,0.209702,0.209267
Diego Rondon,LAA,1,0.9151,0.1101,0.011,0.0586,0.0624,0.011,0.184292,0.172112
Ronny Ugarte,COL,1,0.9341,0.2008,0.0162,0.0859,0.0464,0.008,0.256302,0.305963
Alirio Ferrebus,PHI,1,0.9435,0.1991,0.0198,0.0877,0.032,0.013,0.245154,0.310016
Kuhio Aloy,NYM,1,0.9233,0.1516,0.0221,0.0803,0.0532,0.012,0.217736,0.26102
Germayhoni Beltre,NYY,1,0.935,0.141,0.007,0.0634,0.0415,0.012,0.19534,0.194866
Drew Davies,CIN,1,0.9002,0.1615,0.0142,0.0798,0.0773,0.011,0.250879,0.257165
Fernando Cruz,CHC,1,0.9405,0.1406,0.0163,0.0693,0.038,0.01,0.189414,0.226369
Rashawn Pinder,TEX,1,0.9337,0.1399,0.0137,0.0676,0.0438,0.011,0.195541,0.214951
Luis Mendez,COL,1,0.9272,0.1712,0.0085,0.0755,0.0533,0.008,0.233504,0.24698
Jackson Ross,WSN,1,0.924,0.1662,0.0226,0.0836,0.0545,0.01,0.231696,0.288745
Manuel Cabrera,WSN,1,0.9319,0.1518,0.0147,0.0706,0.0446,0.012,0.2093,0.23554
Bryan Acuña,MIN,1,0.9206,0.1644,0.0041,0.0688,0.0589,0.009,0.233303,0.222355
Gavin Turley,ATH,1,0.921,0.1553,0.0217,0.0784,0.0575,0.01,0.223762,0.26645
Santiago Martinez,HOU,1,0.9224,0.1333,0.0051,0.0633,0.0531,0.013,0.200261,0.182459
Carlos Martinez,MIA,1,0.9282,0.1308,0.0106,0.0637,0.0483,0.012,0.191925,0.195647
Moises Valdez,SDP,1,0.9383,0.1541,0.0088,0.0664,0.0402,0.01,0.205182,0.216136
Emmanuel Martinez,KCR,1,0.9362,0.134,0.0075,0.0603,0.0423,0.01,0.187105,0.186712
Josueth Quinonez,DET,1,0.9293,0.1642,0.0116,0.073,0.0442,0.015,0.224365,0.237706
Jarol Capellan,BAL,1,0.941,0.1497,0.0095,0.0646,0.0345,0.013,0.198052,0.21254
Euri Rosa,LAD,1,0.937,0.1282,0.0169,0.0671,0.0405,0.011,0.180476,0.208431
Jose Castro,NYY,1,0.9269,0.1317,0.0176,0.0703,0.0476,0.014,0.194135,0.216636
Cesar Mateo,TEX,1,0.9407,0.1454,0.0096,0.0678,0.0378,0.01,0.194034,0.210588
Dylan King,CIN,1,0.9216,0.1242,0.0123,0.0632,0.0529,0.014,0.191925,0.196615
Yeferson Portolatin,STL,1,0.8967,0.1172,0.0076,0.065,0.0798,0.012,0.209903,0.176202
José Peña,BAL,1,0.94,0.1386,0.009,0.0618,0.0385,0.01,0.187908,0.196809
Jeanfranco Fernandez,SDP,1,0.9423,0.1382,0.0068,0.0586,0.0362,0.01,0.185196,0.187732
John Cruz,MIA,1,0.9252,0.1628,0.0166,0.0772,0.0533,0.01,0.227076,0.258863
Conner Westenburg,SDP,1,0.9373,0.1669,0.0091,0.0749,0.0372,0.014,0.219042,0.243359
Harold Rivas,BAL,1,0.9341,0.1391,0.0127,0.0666,0.0444,0.01,0.194336,0.211541
Gregory Pio,SEA,1,0.9366,0.1359,0.0112,0.064,0.0429,0.009,0.188611,0.20158
Franco Willias,SFG,1,0.9408,0.1724,0.0127,0.0717,0.0327,0.015,0.221051,0.25287
Fabian Gonzalez,SEA,1,0.9287,0.1269,0.0053,0.0585,0.0488,0.011,0.187506,0.171961
Tristan Bissetta,STL,1,0.9312,0.1569,0.0204,0.0772,0.0473,0.01,0.215125,0.262779
Luis Aguilera,DET,1,0.9403,0.1581,0.0055,0.0652,0.0382,0.01,0.207191,0.210677
Luis Nunez,TOR,1,0.9365,0.1468,0.0099,0.0654,0.042,0.01,0.199659,0.211426
Yordani Soto,CHW,1,0.9365,0.1381,0.0085,0.0624,0.041,0.011,0.190921,0.195515
Reyli Mariano,LAD,1,0.9221,0.1439,0.0105,0.0724,0.0564,0.01,0.211208,0.215486
Wilfri De La Cruz,BAL,1,0.9193,0.1259,0.0053,0.0607,0.0592,0.01,0.195943,0.175568
Daniel Rodriguez,TEX,1,0.9257,0.1309,0.0055,0.0609,0.0518,0.011,0.194537,0.180296
Ezequiel Pena,CHC,1,0.9315,0.1565,0.0046,0.0671,0.048,0.009,0.214422,0.205904
Carlos Benavides,DET,1,0.9474,0.1336,0.0096,0.0597,0.0281,0.013,0.175454,0.194005
Eybert Sanchez,ARI,1,0.9256,0.1479,0.0042,0.0657,0.0529,0.01,0.21171,0.195657
Elian Rosario,TEX,1,0.9377,0.1376,0.0168,0.0673,0.0378,0.013,0.189214,0.21958
Jaims Martinez,CHC,1,0.9245,0.1377,0.0083,0.0688,0.054,0.01,0.202571,0.199351
Santiago Solarte,MIA,1,0.9473,0.1473,0.0151,0.0693,0.0302,0.011,0.189314,0.225061
Angel Barboza,CIN,1,0.9277,0.134,0.0084,0.0615,0.0488,0.012,0.195641,0.189285
D'Angelo Ortiz,BOS,1,0.9307,0.1807,0.0086,0.0753,0.0488,0.009,0.23953,0.253573
Eddie Rynders,PIT,1,0.9284,0.1386,0.0131,0.0682,0.0501,0.01,0.199558,0.221241
Luis Ramon King,KCR,1,0.9352,0.1379,0.0194,0.0715,0.0423,0.011,0.192026,0.22947
Jose Robledo,,1,0.9474,0.1468,0.0062,0.0616,0.0311,0.01,0.188711,0.198438
Manuel Vasquez,BAL,1,0.938,0.1252,0.0086,0.0575,0.0405,0.01,0.176459,0.177932
Moises Polanco,MIL,1,0.9181,0.1458,0.0059,0.0678,0.0604,0.01,0.217134,0.202919
Edwin Sanchez,HOU,1,0.8943,0.1253,0.0172,0.0754,0.0802,0.014,0.220448,0.219501
Jorge Ramirez,,1,0.9379,0.1304,0.0109,0.0583,0.0386,0.012,0.181782,0.192345
Christopher Alvarado,BOS,1,0.9227,0.1447,0.0057,0.0666,0.0548,0.011,0.211409,0.199848
Yorvit Diaz,ATH,1,0.9321,0.1622,0.0044,0.0651,0.0464,0.01,0.219544,0.212853
Brainerh Palacios,TBR,1,0.9401,0.1285,0.0098,0.0593,0.0384,0.01,0.177664,0.18647
Ryan Reckley,SFG,1,0.926,0.1453,0.0077,0.0632,0.0525,0.01,0.208697,0.209611
Carlos Rubecindo,BAL,1,0.942,0.146,0.0105,0.0648,0.0355,0.011,0.193331,0.211359
Djean Macares,SFG,1,0.9201,0.1438,0.0054,0.0633,0.0554,0.013,0.213116,0.199435
Juan Parra,PHI,1,0.9265,0.1428,0.0106,0.0681,0.051,0.011,0.205684,0.210577
Franchely Silverio,HOU,1,0.9464,0.1531,0.0095,0.0647,0.0321,0.01,0.196043,0.21492
Parker Brosius,ATL,1,0.922,0.1533,0.0181,0.0802,0.0535,0.013,0.220749,0.253471
Brady Counsell,ARI,1,0.9246,0.1626,0.0128,0.0769,0.0519,0.012,0.227478,0.249513
Angel Brachi,MIA,1,0.9302,0.1615,0.0032,0.0653,0.0433,0.015,0.220749,0.208235
Canon Reeder,PIT,1,0.9083,0.1394,0.0091,0.0702,0.0692,0.011,0.220548,0.208962
Edgardo Gutierrez,BOS,1,0.9476,0.1335,0.0138,0.0621,0.0289,0.012,0.175153,0.203567
Humberto Tiberi,LAA,1,0.9458,0.1283,0.0117,0.0568,0.0317,0.011,0.171738,0.190315
Miguel Sosa,PIT,1,0.9083,0.1533,0.0147,0.078,0.0692,0.011,0.234508,0.246064
Victor Valdez,TBR,1,0.9452,0.1465,0.0065,0.0615,0.0313,0.012,0.19062,0.198053
Yunior Amparo,NYM,1,0.9325,0.1427,0.0163,0.0711,0.045,0.011,0.199558,0.22563
Juan Rojas,HOU,1,0.9184,0.135,0.0073,0.065,0.0591,0.011,0.205986,0.191964
Leni Done,NYY,1,0.939,0.1448,0.0115,0.0667,0.0355,0.014,0.195139,0.212993
Allen Ajoti,LAD,1,0.9459,0.128,0.0202,0.0676,0.0316,0.011,0.171337,0.216302
Jose Dickson,DET,1,0.9363,0.1383,0.0075,0.0625,0.0422,0.01,0.191323,0.194489
Elias Medina,LAD,1,0.9429,0.149,0.0182,0.0735,0.0356,0.01,0.19544,0.238626
Manolfi Jimenez,PHI,1,0.9445,0.176,0.0173,0.0796,0.034,0.01,0.22095,0.276231
Javier Acevedo,PIT,1,0.9243,0.1304,0.0091,0.0631,0.0542,0.01,0.19544,0.190414
Diego Gonzalez,CHC,1,0.9265,0.1231,0.0101,0.0618,0.048,0.014,0.185899,0.182515
Guillermo Batista,DET,1,0.9233,0.1362,0.01,0.0661,0.0542,0.011,0.20227,0.202968
Nauris De La Cruz,WSN,1,0.923,0.1445,0.0123,0.0699,0.0555,0.01,0.210907,0.218202
Jhorman Bravo,BOS,1,0.9347,0.1487,0.0084,0.0683,0.0448,0.009,0.203375,0.209479
Pedro Catuy,ARI,1,0.9406,0.1692,0.0157,0.0788,0.0379,0.01,0.218038,0.261535
Juan Rujano,STL,1,0.9411,0.1316,0.0117,0.0603,0.0354,0.012,0.179773,0.195728
Diego Avila,LAA,1,0.9468,0.1278,0.0123,0.0569,0.0307,0.011,0.170232,0.190537
Grayson Fitzwater,CHW,1,0.9335,0.1576,0.0239,0.0785,0.044,0.011,0.213518,0.272094
Yorvin Morla,SDP,1,0.9202,0.1423,0.0046,0.0639,0.0573,0.011,0.211509,0.191589
Gregory Duran,MIN,1,0.9247,0.1557,0.02,0.078,0.0528,0.011,0.220448,0.262355
Yoander Santana,PIT,1,0.9274,0.1541,0.0069,0.0692,0.0501,0.011,0.216129,0.218245
Kale Fountain,SDP,1,0.9263,0.1499,0.0181,0.0756,0.0502,0.012,0.213016,0.244305
Anthony Millan,HOU,1,0.9254,0.134,0.0116,0.067,0.0531,0.01,0.197951,0.203804
Hudson White,BOS,1,0.9237,0.1636,0.0142,0.0776,0.0528,0.012,0.229386,0.260149
Adolfo Sanchez,CIN,1,0.9226,0.1569,0.0181,0.0771,0.0539,0.012,0.223762,0.2584
Broedy Poppell,SFG,1,0.926,0.1536,0.0157,0.0719,0.0505,0.012,0.217033,0.246112
Wilton Guerrero Jr.,PIT,1,0.9484,0.164,0.004,0.0644,0.0291,0.011,0.204981,0.210671
Alfred Ciriaco,NYY,1,0.9289,0.1421,0.0081,0.0647,0.0456,0.014,0.202571,0.200129
Victor Marquez,PIT,1,0.9193,0.1253,0.0092,0.0633,0.0582,0.011,0.19534,0.183944
Anderson Navas,PHI,1,0.9545,0.143,0.0158,0.0663,0.024,0.01,0.177764,0.221896
Jeiker Gudino,DET,1,0.9273,0.1185,0.0082,0.0585,0.0462,0.015,0.180476,0.172113
Victor Saez,BAL,1,0.942,0.1252,0.0083,0.0566,0.0365,0.01,0.172442,0.17707
Jonathan Rivero,PIT,1,0.9374,0.1394,0.0082,0.0621,0.0411,0.01,0.191323,0.196821
Diomar Hidalgo,BOS,1,0.9327,0.1387,0.007,0.0626,0.0448,0.011,0.19534,0.19213
Svert Reinoso,CLE,1,0.9331,0.1417,0.0088,0.0638,0.0444,0.011,0.197951,0.204373
Cristian Jauregui,PIT,1,0.9284,0.1656,0.0137,0.0775,0.0471,0.013,0.226675,0.255601
Jhonny Chaparro,STL,1,0.9361,0.1313,0.0079,0.0589,0.0414,0.011,0.184493,0.184596
Aaron Graeber,LAA,1,0.9439,0.1549,0.0213,0.0712,0.0356,0.009,0.200362,0.25776
Jhonael Cuello,NYM,1,0.9498,0.1527,0.0134,0.0713,0.0297,0.009,0.192227,0.229101
Diego Martinez,MIA,1,0.9363,0.127,0.0149,0.0631,0.0412,0.011,0.179974,0.201645
Edward Lantigua,NYM,1,0.9284,0.1403,0.0125,0.0691,0.0471,0.013,0.201265,0.213593
Johan Fernandez,ARI,1,0.9386,0.1313,0.012,0.0631,0.0389,0.011,0.181983,0.197741
Luis Corobo,MIL,1,0.9312,0.1242,0.0115,0.0614,0.0463,0.011,0.182284,0.187715
Anderber Urbina,BOS,1,0.9436,0.1443,0.0078,0.0626,0.0349,0.01,0.190017,0.20284
Helvin Mendoza,LAD,1,0.9251,0.1404,0.0135,0.0711,0.0504,0.013,0.20468,0.215544
Luis Garcia,CLE,1,0.918,0.1312,0.0072,0.0641,0.0615,0.009,0.202571,0.19085
Geuri Lubo,CHC,1,0.9395,0.1619,0.017,0.0766,0.038,0.011,0.211811,0.258542
Axell Herrera,BOS,1,0.9416,0.1571,0.0072,0.0655,0.0369,0.01,0.204881,0.213254
Jeremy Suriel,ARI,1,0.9366,0.1486,0.0127,0.0712,0.0409,0.011,0.201366,0.225283
Wilker Rosales,LAA,1,0.9171,0.1318,0.0081,0.0614,0.0604,0.011,0.204078,0.187984
PJ Morlando,MIA,1,0.9171,0.1514,0.0172,0.0756,0.0614,0.01,0.223762,0.249046
Harold Gonzalez,LAD,1,0.9172,0.1401,0.0087,0.0698,0.0613,0.01,0.212313,0.202355
Anthony Marquez,SFG,1,0.928,0.1474,0.0054,0.0617,0.0495,0.011,0.208798,0.200647
Yahil Melendez,CHC,1,0.9234,0.1396,0.0095,0.0675,0.0531,0.012,0.205584,0.209443
Railin Tea,BAL,1,0.94,0.1445,0.0075,0.0629,0.0365,0.012,0.193833,0.201277
Myles Naylor,ATH,1,0.921,0.1539,0.0158,0.0749,0.0605,0.007,0.222356,0.252769
Marcelo Alcala,CHW,1,0.9275,0.1255,0.0169,0.0669,0.046,0.015,0.187305,0.213585
Frelian Flores,TOR,1,0.9475,0.1516,0.0098,0.0636,0.031,0.01,0.193432,0.211715
Robert Lantigua,ARI,1,0.9406,0.1343,0.0101,0.0625,0.0379,0.01,0.182987,0.195301
Carlos Martinez,CLE,1,0.9463,0.1304,0.0083,0.0574,0.0302,0.012,0.173345,0.184614
Roybert Herrera,NYM,1,0.9437,0.1465,0.0173,0.0694,0.0338,0.011,0.192126,0.230052
Daniel Pena,MIN,1,0.9226,0.1593,0.0142,0.0749,0.0539,0.012,0.226173,0.247561
Bryce Teodosio,LAA,7.13102,6.5763,1.3627,0.1172,0.6536,0.3672,0.0998,0.257853,0.311984
Warren Calcaño,KCR,1,0.9342,0.1375,0.0066,0.0623,0.0443,0.01,0.192628,0.191394
Isaias Castillo,NYY,1,0.9441,0.1338,0.0201,0.0692,0.0344,0.01,0.17897,0.228154
Sebastian Saenz,PHI,1,0.9495,0.1469,0.0087,0.0626,0.028,0.011,0.186703,0.203265
Andrew Williamson,STL,1,0.9263,0.165,0.0245,0.084,0.0502,0.012,0.228181,0.286624
Angel Nuñez,CIN,1,0.9297,0.1431,0.0149,0.07,0.0488,0.01,0.202772,0.223943
Maykel Coret,TBR,1,0.9432,0.1418,0.0146,0.0664,0.0343,0.011,0.187908,0.218193
Santiago Leon,MIN,1,0.9287,0.1307,0.0059,0.0598,0.0488,0.011,0.191323,0.181544
Jesus Teran,HOU,1,0.9354,0.1175,0.0103,0.0589,0.0411,0.012,0.171337,0.175112
Robert Alvarez,CLE,1,0.9362,0.1221,0.0082,0.0569,0.0423,0.01,0.175153,0.174215
Leonardo Sevilla,ARI,1,0.9266,0.1487,0.0062,0.0687,0.0519,0.01,0.211509,0.204403
Ronnyel Espinoza,CHC,1,0.9194,0.1154,0.0095,0.0612,0.0591,0.01,0.185297,0.174353
Jhon Gil,LAD,1,0.932,0.1471,0.0107,0.0701,0.0455,0.011,0.204479,0.213412
Clay Burdette,CHW,1,0.9325,0.1484,0.0164,0.0726,0.044,0.012,0.205283,0.241287
Derek Datil,TBR,1,0.929,0.155,0.0108,0.0708,0.0495,0.01,0.215426,0.230678
Luis Morejon,COL,1,0.9163,0.1735,0.0125,0.0803,0.0582,0.014,0.246761,0.260286
Israfell Bautista,TBR,1,0.929,0.1393,0.0066,0.0652,0.0505,0.009,0.199659,0.191173
Enmanuel Bonilla,TOR,1,0.9385,0.154,0.0165,0.0719,0.04,0.01,0.204881,0.242941
Meykel Baro,BAL,1,0.94,0.1256,0.0141,0.0615,0.0385,0.01,0.174852,0.197021
AJ Soldra,LAD,1,0.9369,0.1603,0.0199,0.0792,0.0396,0.012,0.212815,0.263956
Samil Serrano,WSN,1,0.9369,0.1482,0.0144,0.069,0.0416,0.01,0.200663,0.228199
Jose Barrios,MIN,1,0.9389,0.1455,0.0084,0.0633,0.0386,0.011,0.195943,0.203749
Daniel Hernandez,WSN,1,0.9527,0.1468,0.0079,0.0599,0.0258,0.01,0.183389,0.199853
Angel Guzman,SFG,1,0.9072,0.1589,0.0173,0.0778,0.0703,0.011,0.241237,0.26433
Heins Brito,CLE,1,0.9452,0.142,0.0053,0.0587,0.0333,0.01,0.1861,0.189801
Dylan Guzman,CHC,1,0.9335,0.1391,0.0055,0.0643,0.045,0.01,0.194938,0.188966
Eduardo Gonzalez,CHC,1,0.9425,0.1509,0.0107,0.0676,0.036,0.01,0.19775,0.216976
Adriander Mejía,BAL,1,0.9302,0.1726,0.0121,0.0751,0.0483,0.01,0.231897,0.255644
Sami Manzueta,HOU,1,0.9294,0.1316,0.0137,0.0663,0.0481,0.011,0.191524,0.206692
Lucas Ramirez,LAA,1,0.9349,0.1521,0.0137,0.0681,0.0436,0.01,0.206588,0.238849
Alexander Huerta,HOU,1,0.9414,0.1229,0.0085,0.0569,0.0351,0.012,0.170734,0.175483
Yulian Barreto,SFG,1,0.9339,0.1521,0.0054,0.0606,0.0426,0.012,0.207593,0.202805
Juan Rijo,SEA,1,0.9396,0.1323,0.0102,0.0605,0.0389,0.01,0.181983,0.193912
Carlos  Garces,CLE,1,0.908,0.1394,0.0092,0.071,0.0645,0.016,0.22085,0.207709
Jesus Linares,ARI,1,0.9226,0.1214,0.0076,0.062,0.0549,0.011,0.188109,0.174507
Diego Contreras,SEA,1,0.9336,0.153,0.0069,0.0657,0.0439,0.011,0.208798,0.208548
Enmanuel Merlo,MIN,1,0.9419,0.1477,0.0081,0.062,0.0366,0.01,0.195139,0.204693
David Guzman,TOR,1,0.9275,0.1504,0.0128,0.0705,0.049,0.012,0.212313,0.226954
Ruben Castillo,NYY,1,0.936,0.134,0.0143,0.0665,0.0385,0.014,0.187305,0.209936
Jose Rodriguez,ARI,1,0.9306,0.1225,0.0121,0.0625,0.0439,0.014,0.181179,0.188051
Alejandro Pereira,ATH,1,0.9422,0.1382,0.007,0.0585,0.0333,0.013,0.185297,0.189981
Frankeli Mesta,PIT,1,0.9284,0.147,0.0121,0.0691,0.0511,0.009,0.207994,0.219302
Jesus Morales,KCR,1,0.9342,0.1239,0.0074,0.0581,0.0443,0.01,0.17897,0.175551
Jeremiah Jenkins,SFG,1,0.9171,0.1505,0.0192,0.0753,0.0604,0.011,0.222858,0.260495
Diego Natera,CHW,1,0.9345,0.115,0.0112,0.0575,0.043,0.011,0.16973,0.17603
Sebastian Mendez,HOU,1,0.9384,0.1433,0.005,0.0649,0.0401,0.01,0.194235,0.191176
Sebastian Maldonado,SDP,1,0.9413,0.1281,0.0073,0.057,0.0372,0.01,0.176057,0.178795
Alfredo Guanchez,ARI,1,0.9276,0.1409,0.0123,0.0694,0.0509,0.01,0.202671,0.213777
Brooks Bryan,KCR,1,0.9302,0.174,0.0148,0.0795,0.0473,0.011,0.233303,0.269082
Jesmaylin Arias,SDP,1,0.9313,0.1545,0.0139,0.0725,0.0462,0.011,0.212614,0.240524
Joshua Francis,SEA,1,0.9416,0.1391,0.0059,0.0596,0.0359,0.011,0.186803,0.187766
Tytus Cissell,ARI,1,0.9396,0.1535,0.007,0.0683,0.0359,0.013,0.203274,0.212857
Randy Arias,HOU,1,0.9244,0.1236,0.0055,0.0603,0.0541,0.01,0.188511,0.172544
