Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Mikey Romero,BOS,533,494,116,16,64,30,3,0.281132,0.408907
Tyler Heineman,LAA,169,146,32,2,18,14,4,0.30303,0.308219
Blake Mitchell,KCR,390,332,67,9,42,50,4,0.311856,0.334337
Heriberto Hernández,MIA,467,408,95,17,57,50,5,0.321888,0.414216
Ryan Kreidler,MIN,389,335,68,7,43,43,6,0.303109,0.325373
Christian Cerda,ARI,432,375,81,8,37,46,3,0.303738,0.322667
Adrián Sugastey,SFG,348,326,76,4,30,15,2,0.269565,0.319018
Jud Fabian,BAL,489,425,82,15,53,52,4,0.284536,0.341176
Nick Fortes,TBR,293,263,59,7,31,19,6,0.289655,0.338403
Nick Loftin,KCR,424,370,91,9,50,44,5,0.330969,0.375676
Andy Ibáñez,SEA,331,302,74,6,34,23,4,0.305136,0.370861
Justyn-Henry Malloy,TBR,499,423,104,14,61,65,7,0.352705,0.397163
Tyrone Taylor,CHC,329,302,69,7,40,16,7,0.281346,0.374172
Jared Young,NYM,395,345,81,14,48,39,7,0.322335,0.411594
Bryce Johnson,SDP,337,296,68,4,38,28,6,0.308157,0.327703
Harold Castro,,352,326,85,10,34,17,2,0.299712,0.404908
Jo Adell,CLE,505,461,108,27,60,34,8,0.29703,0.457701
Aroon Escobar,PHI,585,528,126,15,74,39,13,0.304274,0.367424
George Valera,CLE,360,319,76,12,43,36,2,0.316667,0.404389
Kyle Higashioka,TEX,250,229,51,8,23,16,1,0.273092,0.384279
Tyler Callihan,PIT,389,350,82,7,39,29,3,0.29765,0.36
Tre' Morgan,TBR,426,368,92,7,48,50,5,0.34507,0.358696
Joey Wiemer,CHW,413,370,78,10,45,36,5,0.288136,0.343243
Bill Knight,SEA,496,445,97,5,61,31,15,0.288889,0.305618
Mike Antico,COL,436,394,91,7,51,32,5,0.294931,0.340102
Reed Trimble,BAL,357,322,73,10,49,26,4,0.289326,0.381988
Sam Petersen,WSN,235,205,48,5,39,16,9,0.313305,0.37561
Myles Straw,TOR,390,351,82,3,47,29,1,0.291667,0.316239
Sebastian Walcott,TEX,596,539,124,12,65,51,4,0.300336,0.359926
Cristofer Torin,ARI,594,533,128,4,68,51,5,0.310811,0.313321
Jonny DeLuca,TBR,349,318,75,9,38,24,5,0.298851,0.383648
Nick Madrigal,TBR,252,230,59,0,24,12,7,0.313253,0.317391
Austin Hedges,CLE,182,158,29,3,13,16,2,0.264045,0.265823
Jeral Perez,CHW,571,524,117,19,63,37,7,0.281961,0.383588
Jack Dunn,,375,321,70,4,41,42,6,0.318059,0.29595
Luis Vázquez,BAL,384,346,81,8,39,24,6,0.292876,0.352601
Marcos Castañon,SDP,483,438,99,14,49,35,7,0.291925,0.376712
Jake Bauers,MIL,329,284,63,15,40,41,3,0.325228,0.43662
Brett Bateman,TOR,444,387,91,3,47,49,2,0.322727,0.294574
Triston Casas,BOS,377,324,77,15,40,49,3,0.342175,0.425926
Demetrio Crisantes,ARI,335,300,75,5,43,27,4,0.316418,0.363333
Brooks Lee,MIN,516,475,117,13,52,34,3,0.29845,0.383158
Alexander Canario,,323,294,68,12,37,26,2,0.297214,0.408163
Dylan Jasso,MIA,541,494,120,12,58,34,9,0.301294,0.374494
Brock Rodden,SEA,402,365,82,9,45,28,5,0.286783,0.353425
Luis Peña,MIL,423,391,94,8,61,23,5,0.288416,0.370844
Tsung-Che Cheng,BOS,494,432,97,6,56,46,3,0.301653,0.328704
Yonny Hernández,,396,348,83,2,45,35,5,0.316195,0.304598
Gage Workman,SDP,449,404,88,14,65,40,3,0.291759,0.386139
Will Brennan,SFG,376,352,98,6,38,19,3,0.319149,0.394886
Juan Matheus,MIA,522,470,110,3,50,45,3,0.302682,0.317021
Joey Bart,CHW,324,283,65,8,32,33,7,0.324074,0.353357
Zach DeLoach,,437,391,90,8,53,40,3,0.304348,0.347826
Sam Haggerty,,308,272,66,4,39,28,4,0.320261,0.356618
Paul Goldschmidt,NYY,447,403,102,14,55,39,3,0.322148,0.411911
James Tibbs III,LAD,556,483,105,19,69,61,5,0.308664,0.385093
Cristian Hernández,MIA,548,500,115,7,56,43,2,0.291971,0.334
Jurickson Profar,ATL,459,396,99,12,57,53,6,0.344978,0.39899
Yoán Moncada,LAA,328,291,66,11,37,32,4,0.310976,0.395189
Murphy Stehly,,257,229,57,5,30,16,9,0.320312,0.371179
Forrest Wall,,361,320,74,5,46,32,4,0.307263,0.328125
Marcell Ozuna,,503,435,107,18,54,63,2,0.341948,0.418391
Bryan Lavastida,ATH,365,327,75,8,40,29,6,0.302198,0.360856
Kahlil Watson,CLE,453,403,89,15,53,39,7,0.298673,0.397022
Bryant Betancourt,COL,409,370,86,10,42,30,3,0.293103,0.351351
Eduardo Garcia,MIL,505,463,96,11,56,31,9,0.269307,0.336933
Trevor Hauver,TEX,444,385,86,11,49,51,4,0.317568,0.374026
Austin Gauthier,LAD,491,420,97,5,60,63,5,0.336049,0.32381
Rafael Marchán,PHI,199,176,40,3,18,16,4,0.30303,0.329545
Cameron Leary,ATH,533,469,106,8,56,48,5,0.302281,0.34968
Adael Amador,COL,513,452,115,12,55,51,5,0.335294,0.389381
Wade Meckler,LAA,431,382,101,4,49,44,2,0.34186,0.356021
Carlos Cortes,ATH,392,352,84,11,44,34,2,0.306122,0.394886
Luke Raley,SEA,344,299,67,11,40,26,15,0.315789,0.38796
Jackson Appel,CHW,339,290,64,2,38,35,9,0.320475,0.293103
Jake Burger,TEX,466,430,103,22,53,25,7,0.2897,0.446512
Chandler Simpson,TBR,547,507,144,0,71,30,0,0.32282,0.331361
Michael Siani,DET,455,400,83,7,55,43,3,0.287305,0.305
Jared Sundstrom,SEA,484,438,91,11,58,36,8,0.278926,0.351598
Keiner Delgado,PIT,527,468,101,9,60,44,10,0.296367,0.32265
Thayron Liranzo,DET,436,389,79,12,50,43,3,0.286697,0.341902
Daylen Lile,WSN,574,522,135,10,72,39,7,0.315881,0.404215
Austin Shenton,,412,364,76,12,45,43,3,0.296117,0.35989
Griffin Conine,MIA,401,355,80,12,44,40,4,0.309227,0.374648
Paul DeJong,,351,319,64,13,36,23,5,0.262108,0.360502
Michael Trautwein,CIN,276,247,48,7,29,23,5,0.275362,0.327935
Ben Malgeri,DET,411,371,88,9,57,29,8,0.304136,0.374663
Livan Soto,,433,383,87,5,43,40,4,0.304651,0.305483
Jordan Beck,COL,556,505,129,17,64,47,2,0.320144,0.425743
Luke Shliger,DET,237,207,43,2,16,22,3,0.289362,0.270531
Cam Cauley,TEX,504,464,103,13,69,34,2,0.276342,0.37931
Brewer Hicklen,ATL,394,348,73,13,51,34,10,0.296954,0.373563
Oswaldo Cabrera,NYY,320,288,67,7,39,26,2,0.298742,0.354167
Ildemaro Vargas,ARI,323,298,74,4,30,18,3,0.29595,0.345638
Arjun Nimmala,LAA,565,514,108,14,71,39,8,0.274336,0.354086
Jonah Cox,SFG,542,490,110,5,73,34,7,0.283835,0.318367
Donovan Walton,ATH,398,354,84,6,45,31,6,0.306329,0.336158
Sam Hilliard,,393,349,81,11,49,39,1,0.308673,0.409742
Colton Ledbetter,STL,511,466,113,9,58,33,5,0.296078,0.362661
Elijah Hainline,LAD,485,421,87,9,61,52,8,0.304348,0.32304
Cody Freeman,TEX,515,476,117,14,61,29,3,0.290448,0.388655
Hunter Feduccia,LAD,373,327,73,8,41,42,1,0.310992,0.357798
Vidal Bruján,NYM,311,279,64,5,37,25,4,0.3,0.336918
Mike Tauchman,,350,302,69,7,43,42,4,0.328571,0.350993
Payton Henry,PHI,271,247,56,8,30,16,7,0.291513,0.356275
Chase DeLauter,CLE,210,188,48,6,27,20,0,0.32381,0.414894
Kody Hoese,,415,378,88,10,44,31,3,0.293976,0.373016
Christian Yelich,MIL,508,445,108,15,67,58,4,0.334646,0.386517
Rafael Lantigua,,486,424,102,5,61,51,3,0.323651,0.330189
Ryan Fitzgerald,LAD,338,302,66,9,36,28,5,0.293769,0.370861
Andrew Pinckney,WSN,505,460,112,12,63,32,10,0.306163,0.365217
Jase Bowen,SDP,455,415,94,12,54,28,6,0.283186,0.371084
Andrew Cossetti,MIN,357,311,60,9,36,36,9,0.294118,0.347267
Dylan Moore,PHI,298,258,56,11,40,30,8,0.315436,0.406977
Wuilfredo Antunez,PHI,444,412,98,13,54,27,3,0.288288,0.410194
Thomas Gavello,SFG,383,337,71,9,45,24,15,0.290237,0.335312
Trenton Brooks,HOU,412,357,79,10,49,46,3,0.312195,0.361345
Deniel Ortiz,STL,497,441,99,13,56,45,9,0.307847,0.362812
Matthew Wood,MIL,387,342,72,5,30,36,6,0.294574,0.292398
Christian Knapczyk,CLE,521,464,106,5,54,42,11,0.305769,0.314655
Nick Raposo,SEA,300,273,57,4,27,23,2,0.274247,0.304029
Davis Wendzel,PIT,397,355,75,10,39,33,7,0.289673,0.340845
Heston Kjerstad,BAL,402,364,88,12,47,26,9,0.30597,0.401099
Gustavo Campero,LAA,353,310,76,8,44,26,13,0.327635,0.4
Josh Bell,MIN,484,423,106,16,48,54,4,0.338843,0.416076
Silas Ardoin,BAL,377,332,67,6,27,38,3,0.288,0.301205
Ryan Campos,STL,415,371,80,2,41,41,2,0.296386,0.296496
Bryan Reynolds,PIT,580,518,129,15,60,51,8,0.324138,0.399614
Romy Gonzalez,BOS,340,315,83,9,43,18,3,0.305882,0.428571
Spencer Steer,CIN,569,504,120,18,66,55,8,0.321617,0.406746
Bob Seymour,,473,435,104,19,61,33,3,0.295983,0.422989
Spencer Packard,SEA,456,401,96,7,45,43,9,0.324561,0.34414
Lourdes Gurriel Jr.,ARI,477,440,115,13,48,27,5,0.308176,0.406818
Dane Myers,CIN,373,338,85,10,43,28,5,0.316354,0.384615
Luis Suisbel,SEA,515,466,94,15,53,33,12,0.269903,0.341202
Ali Sánchez,NYY,270,246,55,5,26,18,2,0.279851,0.325203
Chris Williams,,312,274,52,10,33,32,3,0.278846,0.339416
Óscar Mercado,,386,340,79,7,45,33,5,0.306283,0.358824
Matt Gorski,LAD,364,337,75,16,47,21,1,0.267218,0.421365
Colby Shade,MIA,440,384,81,4,57,38,15,0.305936,0.302083
Derek Hill,PHI,331,301,68,7,40,22,3,0.283537,0.345515
David Villar,,391,345,74,12,46,39,5,0.30179,0.362319
Ryan Mountcastle,BAL,436,402,104,15,47,25,3,0.302752,0.430348
Levi Jordan,WSN,394,360,85,6,44,24,7,0.295165,0.344444
Steward Berroa,PHI,382,334,72,5,51,37,3,0.297082,0.320359
Mark Coley II,MIL,307,276,65,5,32,20,8,0.304918,0.351449
Adrian Santana,MIA,467,433,105,2,58,26,2,0.286022,0.309469
Austin Martin,MIN,368,316,79,3,41,40,8,0.346995,0.335443
Luke Waddell,ATL,446,395,95,2,43,39,5,0.313063,0.311392
Luis Urías,TOR,390,340,81,9,38,37,10,0.328205,0.364706
Vimael Machín,COL,417,380,98,9,41,32,2,0.316547,0.394737
Jon Jon Gazdar,STL,473,429,105,1,48,25,17,0.311441,0.296037
Shane McGuire,ATH,340,296,64,4,32,36,4,0.307692,0.293919
Kehden Hettiger,PHI,421,377,76,10,40,40,2,0.280285,0.344828
Hyeseong Kim,LAD,371,346,80,7,43,17,5,0.276423,0.346821
Cooper Bowman,,414,364,78,8,47,36,6,0.293399,0.335165
Thairo Estrada,,384,359,86,9,43,15,7,0.28125,0.362117
Jake Fraley,TBR,324,287,69,7,37,31,5,0.324074,0.365854
Christopher Morel,NYM,464,413,96,18,55,43,5,0.311015,0.423729
Willi Castro,COL,463,411,104,11,62,37,12,0.331169,0.40146
Robert Hassell III,PIT,523,479,117,9,58,38,3,0.303263,0.344468
Korey Lee,CHW,350,326,75,10,42,22,2,0.282857,0.374233
Rhys Hoskins,CLE,398,343,77,14,42,46,5,0.321608,0.399417
Endy Rodríguez,PIT,408,367,90,10,58,35,3,0.313726,0.400545
Bryan Ramos,BAL,474,430,93,13,51,32,8,0.281184,0.353488
Eugenio Suárez,CIN,552,486,111,30,68,49,10,0.307971,0.45679
Travis d'Arnaud,LAA,234,214,45,7,23,15,4,0.273504,0.369159
César Prieto,STL,505,469,121,7,58,24,6,0.301397,0.366738
Alex Verdugo,,441,400,98,9,53,34,2,0.304545,0.3725
Matt Koperniak,,488,447,108,11,52,35,3,0.29918,0.360179
Dillon Lewis,MIA,538,495,106,19,66,38,4,0.275093,0.383838
Grae Kessinger,PIT,336,295,63,6,42,34,3,0.298507,0.318644
Christian Cairo,PHI,417,363,78,3,46,41,8,0.306024,0.297521
Christian Franklin,BAL,484,422,101,8,59,51,7,0.330561,0.348341
Jack Penney,DET,369,326,67,5,37,35,6,0.292683,0.309816
Collin Price,HOU,390,351,73,13,39,31,5,0.279487,0.364672
Joc Pederson,TEX,327,281,63,13,37,36,8,0.327217,0.409253
Richie Martin Jr.,,339,304,65,2,40,22,9,0.285714,0.305921
Sammy Stafura,NYM,572,503,100,5,51,49,11,0.28169,0.312127
Javier Rivas,PIT,503,468,108,12,49,16,11,0.271084,0.358974
Yunior Severino,,446,397,89,12,43,42,4,0.302691,0.367758
Abraham Toro,KCR,431,388,95,10,46,34,5,0.310905,0.39433
Freuddy Batista,HOU,319,294,67,8,33,16,8,0.285266,0.377551
Luis Castro,,374,340,81,11,47,25,7,0.302139,0.402941
Anthony Santander,TOR,476,423,96,22,52,45,5,0.306723,0.432624
Zack Short,NYM,420,359,66,10,46,52,4,0.291866,0.309192
Troy Johnston,COL,468,423,111,11,54,33,10,0.32906,0.413712
Jhonny Pereda,SEA,277,245,57,3,24,29,1,0.315217,0.314286
Nick Solak,SDP,400,357,90,8,49,32,8,0.325,0.369748
Stuart Fairchild,SEA,288,251,55,7,37,24,8,0.305263,0.366534
Matthew Etzel,MIA,432,384,94,8,50,42,2,0.319444,0.369792
Marco Luciano,NYY,516,451,95,18,64,60,2,0.304264,0.372506
Jorge Mateo,TBR,304,280,62,6,38,17,2,0.268212,0.360714
Moisés Ballesteros,LAA,597,538,144,16,63,48,5,0.329983,0.408922
Hayden Cantrelle,CHC,377,322,62,4,40,42,7,0.298387,0.282609
Ricardo Genovés,,249,225,46,6,24,18,4,0.273092,0.328889
Matt Suggs,,174,157,30,3,20,13,3,0.264368,0.305732
Tristan Gray,MIN,408,371,82,12,43,28,4,0.280098,0.385445
Liover Peguero,WSN,491,451,106,12,55,30,3,0.285421,0.372506
Nick Goodwin,TOR,389,344,72,9,48,30,10,0.290155,0.328488
Wenceel Pérez,DET,454,409,97,11,58,36,4,0.302428,0.386308
Jax Biggers,HOU,370,320,67,3,37,41,2,0.30137,0.2875
Cutter Coffey,TOR,464,423,91,12,61,34,5,0.280172,0.349882
Gregory Barrios,TBR,413,384,94,1,46,19,5,0.287105,0.296875
Scott Kingery,,361,328,66,8,38,26,2,0.26257,0.323171
Emmanuel Rivera,,362,331,82,6,35,24,4,0.303867,0.356495
Cristian Pache,NYM,302,270,58,5,28,27,2,0.29,0.318519
Ethan Anderson,BAL,377,341,80,5,32,30,2,0.297082,0.331378
Jansel Luis,ARI,532,496,125,5,61,24,5,0.291115,0.356855
Rodolfo Castro,,465,418,92,14,51,37,7,0.292473,0.373206
Logan Porter,LAA,327,284,60,5,33,35,4,0.304615,0.306338
Luis Matos,MIL,480,444,110,15,59,26,6,0.296451,0.403153
Noah Myers,TBR,426,364,77,7,50,52,3,0.313539,0.315934
Jace Avina,NYY,450,400,87,13,50,34,12,0.295556,0.365
Greg Allen,,261,229,50,4,30,16,10,0.29572,0.331878
Abimelec Ortiz,WSN,528,476,110,19,65,42,6,0.299242,0.40126
Sean Keys,TOR,529,461,90,15,54,54,10,0.291115,0.347072
Jair Camargo,ATL,307,287,62,9,29,16,3,0.263844,0.358885
Riley Tirotta,,435,385,86,11,48,42,6,0.308046,0.366234
Max Schuemann,NYY,381,323,72,6,47,42,9,0.32626,0.328173
Gary Sánchez,MIL,261,231,47,11,27,22,6,0.287356,0.380952
Jonathan Ornelas,MIL,471,424,91,8,47,38,6,0.287234,0.306604
Chase Strumpf,,394,339,65,10,43,46,6,0.29771,0.324484
Ronny Simon,PIT,466,417,106,8,59,38,3,0.318182,0.374101
Alejo Lopez,KCR,438,390,99,3,43,36,9,0.329519,0.328205
Cayden Wallace,WSN,489,447,101,8,50,31,6,0.282787,0.337808
Reese McGuire,,247,226,50,6,21,14,2,0.269388,0.336283
Esteban González,CLE,458,424,100,8,58,23,8,0.286026,0.363208
Allan Castro,BOS,490,442,104,8,52,43,3,0.306122,0.352941
Hunter Stovall,,376,348,80,5,39,21,2,0.275401,0.318966
Xavier Isaac,TBR,336,292,65,14,42,38,4,0.318452,0.424658
Ezequiel Duran,TEX,390,361,88,9,45,22,4,0.293059,0.379501
Isan Díaz,,253,223,48,9,29,25,2,0.298805,0.372197
Brock Jones,TBR,379,331,61,14,46,39,5,0.278515,0.36858
Josue De Paula,LAD,504,440,100,13,61,58,4,0.321429,0.361364
Christian Vázquez,HOU,246,225,48,4,20,16,2,0.269388,0.302222
Garrett Stubbs,PHI,257,229,51,4,31,20,4,0.295276,0.327511
Yasmani Grandal,,241,213,48,5,17,24,2,0.308333,0.333333
Nick Morabito,NYM,513,466,112,5,61,38,7,0.306043,0.328326
Tyler Gentry,,433,386,88,10,46,36,6,0.301624,0.367876
Brendan Rodgers,BOS,377,345,84,7,40,27,3,0.302387,0.365217
Sam Kulasingam,KCR,526,466,114,2,62,42,3,0.308738,0.324034
Max Stassi,,232,205,41,5,21,22,4,0.288793,0.312195
Ivan Johnson,CIN,353,315,68,10,44,31,5,0.294618,0.371429
Shawn Ross,NYM,298,265,46,8,28,27,4,0.259259,0.30566
Taylor Walls,TBR,346,304,64,5,42,36,1,0.293605,0.315789
Cole Messina,COL,432,393,90,5,34,33,5,0.296296,0.320611
Francisco Urbaez,CIN,394,355,91,5,43,30,4,0.318066,0.366197
Jesse Winker,,345,289,66,8,36,48,5,0.34593,0.359862
Josh Rojas,KCR,343,302,70,5,38,35,1,0.31085,0.344371
Colby Halter,ATH,477,426,99,6,51,41,5,0.305263,0.349765
Ahbram Liendo,BOS,496,450,102,4,51,38,4,0.290909,0.293333
Tim Tawa,ARI,446,402,87,11,48,36,4,0.285393,0.345771
Brandon Winokur,MIN,549,506,109,17,67,32,9,0.273224,0.373518
Diego Castillo,TEX,405,360,87,6,45,40,2,0.318519,0.347222
Izaac Pacheco,DET,467,419,86,13,59,43,2,0.280514,0.353222
Jack Winkler,ATH,412,376,77,7,42,27,6,0.26764,0.308511
Gio Urshela,,316,289,74,5,27,21,1,0.304762,0.370242
Peyton Wilson,KCR,469,416,96,8,51,42,6,0.308351,0.353365
Jackson Strong,DET,441,397,81,7,50,34,7,0.276644,0.31738
Elih Marrero,KCR,161,147,31,2,16,13,1,0.279503,0.29932
Ramón Rodríguez,MIL,233,209,48,4,19,16,4,0.293103,0.325359
Turner Hill,SFG,386,343,82,1,41,30,6,0.308901,0.317784
Noah Mendlinger,STL,463,402,99,1,51,39,15,0.333333,0.30597
Andrew Vaughn,MIL,560,508,126,20,54,42,6,0.310714,0.423228
Marco Dinges,MIL,330,290,62,8,34,31,5,0.29697,0.344828
Rikuu Nishida,CHW,507,435,105,0,68,50,10,0.332661,0.278161
Daniel Johnson,,384,353,83,11,47,24,4,0.289062,0.385269
Chris Meyers,DET,404,368,86,12,48,28,7,0.299505,0.380435
Fenwick Trimble,MIA,362,322,75,5,33,30,7,0.311111,0.347826
Gage Miller,MIA,439,392,85,4,40,37,8,0.296128,0.293367
Adrian Placencia,LAA,528,462,91,14,58,51,7,0.284895,0.333333
Cody Milligan,,406,360,81,3,46,37,4,0.30198,0.313889
Jakson Reetz,SEA,279,248,45,8,26,21,9,0.268817,0.322581
Maui Ahuna,SFG,278,250,54,4,37,20,5,0.286232,0.352
Seaver King,WSN,547,507,119,6,62,26,5,0.277264,0.319527
Victor Arias,TOR,491,446,105,8,64,36,7,0.301426,0.35426
José Azócar,ATL,339,313,78,4,42,18,4,0.296736,0.351438
Jacob Amaya,,414,370,81,7,46,37,2,0.290557,0.321622
Mac Horvath,TBR,459,409,90,14,65,42,2,0.291939,0.361858
Ryan Cermak,TBR,178,161,33,5,22,12,4,0.275281,0.354037
Josh Adamczewski,MIL,342,303,68,6,42,29,4,0.295322,0.353135
Corey Julks,DET,431,391,95,10,54,35,3,0.308585,0.381074
Pavin Smith,ARI,374,325,78,11,43,45,1,0.331551,0.406154
Blake Hunt,SDP,299,271,58,7,28,21,5,0.280936,0.346863
TJ Rumfield,COL,515,459,122,13,62,44,8,0.337864,0.409586
Will Wilson,SEA,420,378,77,8,42,31,4,0.26988,0.312169
Pablo Reyes,LAA,311,276,65,6,38,28,2,0.308442,0.351449
Aaron Schunk,,412,382,88,7,44,23,2,0.27561,0.342932
Émilien Pitre,NYM,524,470,106,7,55,43,5,0.293893,0.331915
Nick Schnell,,490,449,98,16,62,32,3,0.272541,0.387528
Maverick Handley,ATL,278,241,49,3,26,26,6,0.294545,0.286307
Connor Charping,SEA,228,196,44,1,26,22,8,0.324561,0.27551
Austin Slater,TBR,247,214,49,5,33,26,4,0.321138,0.350467
Richie Palacios,TBR,365,318,73,5,43,39,4,0.318681,0.333333
Keston Hiura,,408,362,81,18,48,32,12,0.306373,0.417127
Clay Dungan,SDP,493,433,89,7,54,45,7,0.288344,0.311778
Sabin Ceballos,SFG,483,431,98,7,49,38,9,0.302083,0.320186
Ripken Reyes,,408,336,70,3,45,32,21,0.314578,0.28869
Dylan Campbell,CHW,523,479,104,12,59,36,4,0.275862,0.346555
Chase Jaworsky,MIA,330,292,62,4,36,24,11,0.294833,0.311644
Jacob Hurtubise,MIL,344,279,58,2,49,38,16,0.333333,0.283154
Cole Conn,ATH,317,283,59,4,32,27,5,0.287066,0.30742
Dante Nori,PHI,594,527,123,4,59,50,4,0.301533,0.318786
Weston Wilson,SEA,370,329,72,12,47,35,2,0.295393,0.37386
Ben Rortvedt,LAD,282,247,50,5,26,25,5,0.286738,0.307692
Johanfran Garcia,BOS,245,225,48,8,32,14,4,0.269388,0.346667
Tavian Josenberger,BAL,326,278,55,7,38,34,2,0.287975,0.327338
Austin Wynns,TEX,134,122,28,3,12,9,1,0.285714,0.352459
Bryan Rincon,PHI,364,321,59,7,51,33,3,0.265363,0.314642
Nick Maton,,348,301,64,10,38,39,5,0.311239,0.362126
Logan Wagner,LAD,531,466,89,12,69,51,11,0.284369,0.311159
Masataka Yoshida,BOS,374,338,92,8,38,27,6,0.334225,0.405325
Billy Cook,PIT,445,401,93,10,47,32,6,0.29638,0.366584
Matt Fraizer,,365,337,81,5,41,23,2,0.292011,0.353116
Caleb Ricketts,PHI,301,279,65,6,31,16,5,0.285714,0.340502
Michael A. Taylor,,317,286,58,8,33,24,2,0.267516,0.332168
Ethan Salas,SDP,435,388,75,3,34,38,3,0.267281,0.280928
Damon Dues,,198,170,39,1,24,25,1,0.329949,0.305882
LaMonte Wade Jr.,HOU,340,281,61,8,40,49,5,0.340237,0.345196
Carson DeMartini,PHI,522,472,106,10,61,39,9,0.295019,0.338983
Brian Navarreto,MIA,238,219,46,4,23,14,2,0.260504,0.310502
Hendry Mendez,MIN,514,450,115,6,59,51,6,0.335938,0.355556
Kenedy Corona,NYY,452,405,86,9,50,37,5,0.285078,0.325926
Payton Eeles,BAL,444,384,91,3,57,38,17,0.329571,0.3125
Cam Eden,,351,317,65,5,35,24,6,0.272206,0.302839
Jim Jarvis,ATL,416,383,90,2,54,23,8,0.290865,0.313316
Aron Estrada,BAL,503,463,114,10,52,31,6,0.300199,0.37581
Blaine Crim,,521,466,121,16,62,44,6,0.328215,0.427039
Braedon Karpathios,SDP,524,464,98,12,57,55,3,0.29771,0.346983
Tim Locastro,,329,283,62,5,44,20,16,0.305296,0.332155
Connor Kaiser,KCR,342,299,57,5,34,34,3,0.278932,0.297659
Weston Eberly,,109,94,15,1,8,9,3,0.252336,0.223404
Adrian Pinto,TOR,121,109,24,4,18,8,2,0.285714,0.366972
Niko Kavadas,LAA,493,422,84,18,52,58,10,0.308316,0.372038
Jay Thomason,MIN,247,217,42,6,29,24,4,0.283401,0.331797
Jefferson Rojas,NYM,503,456,98,11,60,38,5,0.280318,0.335526
Echedry Vargas,MIA,393,370,84,10,50,14,5,0.263427,0.364865
Luke Maile,KCR,148,127,28,2,12,16,3,0.319728,0.314961
Carlos Linarez,,166,154,31,3,13,9,1,0.248485,0.298701
Gilberto Celestino,,390,348,81,4,42,39,3,0.315385,0.310345
Wes Clarke,,468,400,85,18,49,60,5,0.320513,0.3975
Jorge Alfaro,KCR,295,279,64,8,30,9,5,0.264407,0.365591
Conner Capel,COL,394,353,82,8,38,37,2,0.307107,0.362606
Woody Hadeen,DET,495,441,95,6,67,34,20,0.30101,0.29932
Matt Mervis,,425,386,85,17,49,31,5,0.284706,0.404145
Canyon Brown,KCR,280,248,53,3,33,18,5,0.277372,0.298387
Tomás Nido,DET,241,222,51,5,24,11,2,0.270042,0.333333
Andrew Benintendi,CHW,460,415,104,14,50,39,2,0.315217,0.40241
Ryan Noda,BAL,416,342,64,12,48,62,9,0.325301,0.333333
Dixon Machado,,326,285,58,3,27,33,3,0.291022,0.263158
Trevor Larnach,MIN,478,422,104,15,56,48,3,0.324268,0.407583
Rudy Martin Jr.,TOR,331,290,68,5,38,27,3,0.305296,0.341379
Eric Wagaman,NYM,464,427,111,11,53,32,2,0.3125,0.405152
Christian Arroyo,,249,230,56,5,27,14,3,0.293173,0.36087
Guy Lipscomb,,402,363,84,5,48,31,3,0.295739,0.327824
Peyton Graham,DET,388,351,77,5,45,28,7,0.289406,0.316239
Lenyn Sosa,TOR,520,489,122,17,53,23,3,0.285714,0.400818
David McCabe,ATL,495,442,105,11,48,48,1,0.311111,0.364253
Dominic Smith,ATL,402,362,87,10,43,31,6,0.308458,0.375691
Terrin Vavra,,311,272,66,3,35,27,3,0.316832,0.330882
Anthony Prato,,392,336,77,3,44,41,11,0.330769,0.327381
Taylor Young,LAD,513,455,100,3,58,48,8,0.304094,0.292308
Drew Romo,CHW,369,340,77,8,36,20,4,0.275204,0.344118
Armando Alvarez,,303,276,64,7,34,23,2,0.293729,0.362319
Edwin Arroyo,CIN,562,516,132,4,57,31,6,0.302326,0.335271
Brendan Durfee,SDP,366,332,66,7,30,24,8,0.26776,0.313253
Graysen Tarlow,STL,199,173,40,2,15,17,5,0.313131,0.289017
Nelson Quiroz,LAD,220,205,53,2,22,13,1,0.304545,0.341463
Sergio Alcántara,,412,361,80,3,44,44,2,0.307317,0.299169
Jeferson Morales,,345,308,72,6,36,26,9,0.310145,0.366883
Jared Serna,MIA,528,480,110,9,63,36,8,0.29222,0.3375
D'Andre Smith,NYM,388,360,89,7,41,19,8,0.298969,0.366667
Mauricio Dubón,ATL,383,357,91,5,44,19,2,0.293963,0.355742
Jose Devers,CLE,517,483,104,10,60,26,6,0.263056,0.335404
Nate George,BAL,410,371,89,5,61,26,4,0.29602,0.358491
Nick Ahmed,,176,164,35,3,16,9,1,0.257143,0.317073
Rafael Ortega,,315,274,56,5,34,35,1,0.292994,0.310219
Noah Miller,LAD,509,472,105,6,55,31,2,0.271654,0.307203
Jean Carlos Sió,SFG,514,466,108,6,63,35,10,0.298828,0.328326
Alan Trejo,,366,335,75,8,40,21,4,0.275482,0.355224
Yohandy Morales,WSN,516,469,114,10,63,39,5,0.306202,0.371002
BJ Murray,CHC,497,436,92,12,51,55,4,0.303823,0.33945
Jancel Villarroel,SFG,447,404,93,6,47,28,12,0.297539,0.326733
Mitch Garver,NYY,282,244,47,8,26,32,4,0.294326,0.331967
Connor Burns,CIN,332,299,50,10,30,25,2,0.234043,0.311037
René Pinto,,282,264,56,11,33,14,2,0.255319,0.390152
José Barrero,BAL,375,343,69,12,39,22,7,0.261333,0.355685
