Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Esteban Mejia,TEX,358,326,69,5,31,26,4,0.276536,0.306748
Travis Honeyman,STL,368,323,73,2,47,30,12,0.3125,0.30031
Orlando Martinez,TEX,371,336,77,4,36,28,1,0.287263,0.324405
Ernesto Martinez Jr.,NYY,382,342,77,8,39,32,6,0.301047,0.347953
Brady Lindsly,,218,192,37,3,16,16,2,0.259434,0.270833
Onix Vega,,213,191,40,2,20,18,2,0.28169,0.282723
Estarling Mercado,NYM,218,195,38,6,22,18,4,0.275229,0.34359
Dairon Blanco,,318,281,64,5,46,21,7,0.29582,0.330961
David Fletcher,,335,314,69,2,26,16,2,0.260479,0.273885
Cole Gabrielson,NYY,279,247,46,6,22,25,6,0.275986,0.299595
Michael Conforto,CHC,397,347,73,11,43,41,6,0.302267,0.357349
Slade Caldwell,ARI,568,491,101,3,73,62,11,0.306878,0.291242
Yasmil Bucce,BAL,406,354,68,10,39,44,6,0.29064,0.324859
Aaron Bracho,,357,326,66,10,33,24,4,0.263305,0.337423
Cade Doughty,ATL,410,377,84,7,37,21,5,0.270936,0.32626
Brett Squires,KCR,464,421,94,9,43,34,6,0.288793,0.349169
Rowdy Tellez,ATL,360,327,77,14,33,28,2,0.297222,0.40367
Jordan Dissin,PHI,282,251,48,3,28,25,5,0.276596,0.25498
Viandel Pena,DET,344,314,66,3,36,25,0,0.267647,0.292994
Yoyner Fajardo,,375,343,79,3,40,26,3,0.289544,0.303207
David Fry,CLE,322,284,61,10,33,27,7,0.29595,0.376761
Jose F Miranda,,412,379,85,9,35,25,5,0.279126,0.348285
Jose Fernandez,ARI,528,497,117,10,52,23,3,0.272901,0.354125
Luken Baker,,437,384,81,17,41,47,2,0.297483,0.385417
Leonel Espinoza,CHC,473,437,100,7,58,26,7,0.28178,0.327231
Bennett Thompson,CLE,381,341,70,4,38,30,6,0.278215,0.29912
Ryan Spikes,TBR,412,385,84,11,44,18,5,0.260976,0.350649
Samuel Zavala,CHW,530,469,99,9,58,51,4,0.292776,0.313433
Nick Schwartz,,116,109,23,1,10,5,0,0.245614,0.275229
Ezequiel Pagan,,381,354,85,7,37,17,6,0.28496,0.347458
Konner Piotto,,196,173,35,2,18,16,4,0.282051,0.271676
Travis Jankowski,NYM,179,157,33,1,22,18,2,0.297753,0.261146
Aaron McKeithan,,220,191,39,3,15,17,7,0.288991,0.272251
Trey Mancini,LAA,327,296,67,9,34,22,6,0.29052,0.361486
Colby Smelley,,242,219,48,2,18,16,5,0.286307,0.292237
Yolmer Sánchez,LAA,390,338,65,4,36,41,5,0.286822,0.266272
Billy Amick,NYM,267,235,50,5,33,21,8,0.29588,0.344681
Jean Walters,ARI,317,286,62,2,28,17,1,0.262295,0.297203
Theo Hardy,TEX,171,148,25,1,19,17,3,0.266272,0.236486
Daniel Cope,,136,122,27,2,12,11,2,0.294118,0.327869
Patrick Lee,DET,354,314,57,6,38,32,7,0.271186,0.286624
Chase Adkison,,179,156,35,2,16,16,4,0.308989,0.307692
Ben Ross,MIN,484,439,90,11,50,37,3,0.268595,0.328018
Jose Ramos,SFG,300,267,53,3,38,25,5,0.277592,0.284644
Luis Caicuto,PHI,189,171,37,1,15,9,6,0.278075,0.269006
Brennan Orf,,183,158,29,2,19,22,3,0.295082,0.291139
Jose Colmenares,CHW,409,368,72,10,42,30,6,0.265356,0.336957
Angel Ortiz,ARI,502,460,110,9,51,31,4,0.289421,0.367391
Christopher Familia,,243,222,46,8,30,16,4,0.271605,0.373874
John Taylor,TEX,249,230,47,1,23,15,4,0.26506,0.295652
Johnathon Thomas,WSN,370,330,71,2,43,16,11,0.273743,0.287879
Sandy León,ATL,190,166,25,4,11,18,2,0.240642,0.246988
Andrew McCutchen,,390,338,73,10,39,47,3,0.315385,0.343195
Luis Pineda,,229,217,45,5,20,10,1,0.244541,0.308756
Manuel Pena,ARI,519,489,121,8,50,23,3,0.283784,0.359918
Damon Keith,MIL,407,370,81,12,46,31,3,0.282555,0.375676
Colton Becker,KCR,387,330,73,1,37,34,3,0.298103,0.275758
Daniel Vellojin,TBR,293,260,46,5,21,27,3,0.261168,0.269231
Donovan Solano,,292,263,63,4,20,21,6,0.308219,0.334601
Ryan Johnson,,293,268,50,7,28,17,7,0.25256,0.30597
Diego Hernandez,,347,321,76,5,35,13,2,0.269231,0.333333
Dominic Pitelli,CIN,409,370,75,3,39,31,3,0.269136,0.278378
Anthony Sherwin,,236,211,36,4,15,22,2,0.254237,0.246445
Kasen Wells,SDP,419,382,85,3,53,31,4,0.287081,0.28534
Kendall Simmons,,245,224,44,6,23,14,5,0.257143,0.325893
Matt Higgins,,313,282,64,7,35,23,6,0.297125,0.35461
Robert Brooks,,155,141,24,3,8,11,2,0.23871,0.262411
Imanol Vargas,,401,358,79,8,40,39,2,0.299252,0.343575
Elis Cuevas,BAL,355,315,67,7,44,25,9,0.287749,0.314286
Antonio Gomez,NYY,274,252,50,4,23,17,2,0.252747,0.289683
Nick Lorusso,NYM,444,405,87,6,40,31,3,0.272523,0.320988
Jeremy Rivas,,504,456,94,5,49,35,7,0.271457,0.276316
Nick Biddison,PHI,297,264,53,6,29,22,9,0.283784,0.314394
Jackson Castillo,NYY,497,446,95,8,56,44,4,0.287726,0.311659
Matthew Lugo,KCR,483,450,102,13,56,25,6,0.275934,0.382222
Danyer Cueva,,178,168,35,2,22,6,1,0.237288,0.291667
Caleb Knight,,89,79,15,1,6,5,4,0.272727,0.265823
Ronaldo Hernández,,291,269,59,7,24,16,3,0.268041,0.342007
Angel Mateo,TBR,511,468,107,9,53,28,10,0.283757,0.34188
Diego Cartaya,,360,322,61,10,38,29,7,0.269444,0.319876
Miguel Villarroel,,368,346,80,2,42,14,3,0.265753,0.297688
Alexis Hernandez,TOR,311,282,61,6,34,22,5,0.283871,0.329787
Jake Gelof,LAD,395,356,64,11,50,34,1,0.250633,0.325843
Caleb Pendleton,,98,95,17,2,7,3,0,0.204082,0.263158
Max Ferguson,BOS,435,381,75,6,46,45,3,0.286047,0.288714
Jeffrey Mercedes,CLE,361,332,70,4,25,22,3,0.263158,0.301205
Lucas Spence,HOU,512,449,92,8,58,50,9,0.296078,0.320713
Eliezer Alfonzo,LAD,329,309,71,5,33,15,2,0.268293,0.313916
Casey Yamauchi,ATH,464,429,104,1,36,16,12,0.286957,0.296037
Marcus Brown,HOU,385,352,72,4,39,19,7,0.257895,0.289773
Kyler Fedko,MIN,481,425,93,12,54,48,4,0.301455,0.355294
Cortland Lawson,WSN,383,350,74,2,33,24,4,0.268421,0.268571
Andrew Velazquez,,362,330,64,6,38,22,1,0.24507,0.290909
Maxton Martin,TEX,521,478,104,12,67,34,7,0.278311,0.368201
Alex De Goti,,341,299,60,2,31,32,4,0.284866,0.267559
Andy Lugo,MIN,366,339,78,5,37,20,5,0.281421,0.348083
Ryan McCarty,PIT,415,374,78,6,39,30,8,0.279518,0.312834
Jacob Burke,CHW,333,298,63,3,33,20,10,0.281818,0.288591
Nic Kent,COL,404,364,84,3,37,24,7,0.288945,0.299451
J.J. D'Orazio,LAA,333,309,67,4,28,19,2,0.26506,0.304207
Sam Praytor,,191,169,33,3,14,15,3,0.271277,0.284024
Myles Emmerson,,279,254,50,3,24,20,2,0.259928,0.279528
Matt Lloyd,BOS,370,328,75,7,38,35,2,0.303523,0.353659
Ambioris Tavarez,ATL,455,410,85,6,42,35,8,0.281319,0.282927
Gleider Figuereo,TEX,511,471,91,18,50,33,5,0.252446,0.339703
Anyelo Encarnación,STL,445,401,80,6,40,36,4,0.271493,0.289277
Bryce Arnold,,339,300,57,8,41,28,9,0.277286,0.316667
Dylan Shockley,,150,133,22,1,11,11,4,0.248322,0.203008
Justin Wishkoski,,377,340,74,4,40,22,12,0.288,0.297059
Eduardo Lopez,,250,227,45,6,27,19,2,0.264,0.325991
Logan Tanner,CIN,235,210,34,3,21,22,0,0.240343,0.247619
Tyler Tolve,,258,240,47,8,26,13,3,0.244186,0.341667
John Cristino,,197,182,34,4,28,7,6,0.238579,0.302198
Frainyer Chavez,TEX,412,371,79,4,41,33,3,0.281174,0.283019
Justin Boyd,,113,99,17,0,11,10,2,0.261261,0.222222
Tim Anderson,,337,318,76,2,32,14,3,0.276786,0.292453
Oscar Colás,,447,412,91,12,44,29,3,0.275168,0.356796
Wilfred Veras,,528,490,112,14,53,29,5,0.276515,0.365306
Adam Frazier,LAA,370,335,76,5,36,25,5,0.288043,0.319403
Juan Yepez,,411,374,89,12,41,30,3,0.296837,0.387701
Eddinson Paulino,NYM,427,394,80,10,41,27,4,0.259953,0.329949
Lyle Lin,,117,104,19,0,9,8,4,0.264957,0.211538
Adam Hall,,283,253,53,1,26,18,10,0.286219,0.268775
Jacob Sharp,TOR,254,227,43,4,23,15,9,0.265873,0.277533
Hunter Fitz-Gerald,SEA,400,370,81,7,39,27,3,0.2775,0.335135
Jake Anchia,,258,243,47,5,24,10,3,0.232558,0.296296
Josh Moylan,NYY,467,412,82,8,42,46,6,0.286938,0.305825
Felix Reyes,PHI,416,393,100,11,49,15,3,0.283654,0.399491
Matt Coutney,,463,417,91,12,43,34,7,0.286334,0.359712
Freili Encarnacion,BOS,475,445,102,14,56,16,12,0.273684,0.377528
Eddie Rosario,,327,301,67,9,34,22,0,0.273006,0.372093
Yeiner Fernandez,LAD,448,407,96,3,45,30,8,0.299107,0.304668
Max Burt,DET,303,276,53,4,36,17,6,0.252492,0.282609
Bryan De La Cruz,PHI,477,442,105,15,46,29,3,0.287212,0.382353
Garrett Pennington,DET,414,386,87,11,52,18,8,0.272947,0.378238
Randal Grichuk,CHW,327,302,68,11,39,20,3,0.278287,0.390728
Mike Ford,,314,276,58,9,28,33,4,0.302548,0.351449
Cole Fontenelle,LAA,412,370,69,9,41,27,12,0.262136,0.302703
Troy Schreffler Jr.,,229,209,41,5,29,14,3,0.254386,0.311005
Mike Sirota,LAD,298,259,54,8,45,33,3,0.302013,0.355212
Damiano Palmegiani,,436,385,75,12,43,36,12,0.28211,0.34026
Adam Zebrowski,ATL,375,344,70,8,31,25,4,0.264,0.31686
Josh Caron,SEA,346,322,56,5,29,18,4,0.225434,0.257764
Trey Paige,STL,397,359,74,4,44,31,2,0.271574,0.303621
Connor Joe,SEA,338,295,61,4,36,37,5,0.304734,0.315254
Tommy Hopfe,COL,451,399,90,8,41,28,16,0.299776,0.33584
Lamar King Jr.,SDP,448,408,91,5,45,29,9,0.287946,0.321078
Yamal Encarnacion,HOU,281,252,55,3,32,23,1,0.285199,0.297619
Justin Janas,,407,371,88,4,37,19,15,0.299754,0.318059
Jay Allen II,CIN,491,436,90,9,52,36,13,0.284836,0.309633
Nate Nankil,ATH,535,488,117,2,55,34,10,0.300935,0.307377
Brady Allen,,419,378,78,9,43,33,5,0.27685,0.335979
Alejandro Nuñez,HOU,437,403,91,6,44,23,3,0.270833,0.320099
Gavin Conticello,ARI,539,492,113,9,51,39,6,0.293135,0.351626
Phillip Sikes,,375,337,67,7,42,27,8,0.272,0.31454
Enrique Hernández,LAD,333,303,65,8,37,24,1,0.271084,0.339934
Jacob Nottingham,SEA,213,191,32,4,18,13,8,0.248826,0.272251
Spencer Nivens,KCR,489,436,95,10,48,47,1,0.292434,0.33945
Rainer Nunez,,421,391,95,10,40,25,3,0.292162,0.363171
Parker Chavers,,361,324,65,3,39,34,2,0.279778,0.274691
Carlos Pacheco,ATH,262,221,38,3,28,23,11,0.280156,0.253394
Micah Pries,,350,316,66,8,39,24,7,0.277937,0.348101
Wady Mendez,TEX,242,218,44,3,25,21,2,0.276859,0.284404
Darius Hill,,354,327,74,3,35,21,3,0.27762,0.314985
Johnny Tincher,,256,230,42,1,16,19,4,0.253906,0.23913
Johnny Ascanio,CIN,367,315,66,4,33,30,6,0.288136,0.28254
Tucker Toman,TOR,467,426,88,5,52,29,9,0.269807,0.293427
Tucker Mitchell,TEX,258,239,46,4,20,12,6,0.248062,0.284519
Nicolas Deschamps,,173,151,25,2,15,14,5,0.25731,0.251656
Devin Ortiz,WSN,464,417,90,5,45,35,5,0.283843,0.282974
Andrew Miller,,218,200,34,4,21,14,2,0.229358,0.26
Anthony Donofrio,SEA,340,306,56,3,32,28,4,0.258824,0.271242
Will Verdung,ATL,348,314,70,0,30,29,2,0.29023,0.267516
Kai Murphy,SDP,428,381,80,4,43,36,6,0.287059,0.288714
Quincy Scott,TEX,326,291,60,3,26,25,5,0.278638,0.278351
Davis Diaz,ATH,413,367,74,1,35,35,8,0.283293,0.26158
Wilfredo Lara,MIA,378,340,69,5,41,29,5,0.27321,0.308824
Kodey Shojinaga,PHI,351,313,63,1,30,33,4,0.2849,0.252396
Ryan Galanie,CHW,469,430,100,12,49,27,7,0.285714,0.369767
Drew Brutcher,HOU,444,405,90,4,43,35,2,0.286036,0.308642
Emaarion Boyd,MIA,409,363,82,3,49,26,12,0.29703,0.305785
Nick Gordon,,301,279,68,6,34,14,4,0.286667,0.383513
Matthew Batten,,424,385,77,7,40,32,3,0.265403,0.298701
Garret Guillemette,HOU,355,323,65,9,37,24,6,0.267606,0.325077
Jorel Ortega,,415,372,76,8,42,35,4,0.27845,0.322581
Caden Rose,BOS,294,259,47,5,32,21,12,0.273038,0.281853
TT Bowens,,363,332,70,11,36,25,4,0.272727,0.358434
Cade Fergus,,332,291,51,11,39,26,10,0.264438,0.323024
Junior Franco,ARI,349,323,77,6,33,22,2,0.289398,0.349845
Alexander Vargas,,430,403,89,9,46,20,3,0.261072,0.344913
Ricky Cabrera,CIN,369,333,74,7,38,19,11,0.284932,0.339339
Carter Kieboom,PHI,378,345,85,8,40,28,3,0.306878,0.35942
Andy Perez,COL,564,532,130,8,61,18,3,0.271583,0.351504
Sebastián Rivero,LAA,288,265,54,5,24,13,4,0.25,0.313208
Jalen Battles,,271,250,50,2,29,14,4,0.252788,0.26
Darick Hall,,369,336,72,10,31,28,3,0.279133,0.342262
Trace Willhoite,,433,384,72,15,57,33,12,0.270208,0.346354
Jake Cunningham,SDP,317,289,54,4,30,23,3,0.253165,0.273356
Kyle Farmer,ATL,316,291,64,6,27,17,6,0.275316,0.329897
Eric Brown Jr.,MIL,337,307,59,3,33,23,5,0.25816,0.260586
Ethan Murray,MIL,395,352,70,5,40,34,5,0.277354,0.289773
Jordan Sprinkle,CHW,400,350,71,2,42,32,5,0.277635,0.254286
Edwin Rios,,412,369,77,15,45,36,4,0.283981,0.382114
Zach Evans,,549,510,114,4,47,30,4,0.270567,0.286275
Je'Von Ward,,397,348,69,8,51,45,1,0.289673,0.321839
Stephen Paolini,,327,295,58,5,33,26,4,0.269113,0.291525
Andy Yerzy,STL,225,203,38,4,16,19,2,0.262222,0.285714
Alex De Jesus,,383,348,71,5,37,30,3,0.27154,0.304598
Nate Baez,BOS,391,352,84,8,43,30,6,0.306905,0.372159
Roberto Campos,DET,459,424,97,7,49,29,3,0.281046,0.34434
Nick Pratto,SDP,445,394,79,11,46,41,5,0.282167,0.332487
Connor Caskenette,MIA,250,220,47,0,20,25,3,0.3,0.268182
Ben McCabe,,192,170,28,0,11,9,11,0.251309,0.223529
Carter Frederick,KCR,422,383,81,2,50,33,5,0.281991,0.305483
Josh Breaux,,230,213,43,6,21,14,2,0.256522,0.333333
Wade Stauss,,99,85,12,0,5,8,5,0.255102,0.164706
Joe Redfield,,221,195,39,1,18,12,5,0.262911,0.276923
Kevin Kilpatrick Jr.,ATL,461,420,90,3,54,32,6,0.277657,0.285714
Aaron Zavala,TEX,494,431,89,9,52,51,7,0.298174,0.320186
Tyler Hardman,NYY,421,386,77,16,47,30,2,0.258907,0.370466
Aaron Sabato,MIN,412,373,79,12,36,32,5,0.281553,0.36193
Colin Barber,,385,348,72,7,35,28,6,0.275325,0.321839
Colin Davis,,260,237,42,5,23,17,4,0.243243,0.278481
Brody Moore,STL,410,377,84,2,43,22,4,0.271605,0.281167
Kyle Hess,,263,235,46,3,26,22,5,0.277567,0.302128
Jordan Nwogu,CHC,378,345,73,6,39,22,8,0.272487,0.307246
Bryce Willits,,367,334,71,4,32,28,2,0.275956,0.293413
Frederick Bencosme,BAL,431,390,81,5,41,29,3,0.266509,0.284615
Michael Curialle,,343,310,65,4,37,19,11,0.277778,0.306452
Luis Baez,,391,366,86,9,38,21,1,0.276215,0.368852
Jose Salas,MIN,352,318,68,6,36,18,5,0.265306,0.330189
Luis Mieses,,441,418,92,10,37,18,2,0.253968,0.349282
Jacob Buchberger,,396,363,78,6,43,30,2,0.277778,0.305785
Seth Beer,,361,321,69,8,33,25,12,0.293629,0.333333
Eriandys Ramon,CHC,238,226,42,3,24,9,3,0.226891,0.283186
Jack Rogers,,370,338,76,6,34,25,3,0.282609,0.343195
Alec Briley,CHW,450,418,88,10,42,27,2,0.26,0.34689
T.J. McCants,CHW,287,263,55,5,30,19,2,0.266667,0.323194
Christian Martin,,401,357,75,1,38,31,7,0.28392,0.266106
Hunter Renfroe,,349,317,69,9,31,28,2,0.283668,0.356467
Tres Barrera,,257,232,44,5,20,18,4,0.258824,0.275862
Mike Brosseau,,337,304,62,7,30,24,7,0.275964,0.302632
Hector Salas,HOU,308,268,55,1,34,28,2,0.284281,0.272388
Zach Kokoska,COL,351,315,65,11,43,25,8,0.28,0.368254
Jay Beshears,MIA,361,327,65,4,34,26,6,0.268698,0.29052
Jon Singleton,,387,335,64,10,38,48,1,0.29199,0.322388
Justin Riemer,ATH,307,254,51,1,32,44,7,0.333333,0.240157
Trevor Boone,,217,201,40,8,27,12,2,0.25,0.378109
Kyle Datres,,315,278,56,5,29,30,5,0.288889,0.294964
Jesus Valdez,ARI,274,257,54,5,26,13,2,0.251825,0.311284
Jefferson Valladares,,254,229,46,5,22,12,11,0.271654,0.323144
Hudson Head,,326,297,57,5,34,21,5,0.256173,0.296296
Tre Richardson III,STL,357,327,68,2,35,23,6,0.271709,0.275229
Bennett Hostetler,MIA,265,236,47,3,24,18,8,0.276515,0.283898
Albert Fabian,SDP,338,310,67,10,34,21,5,0.275148,0.364516
Jacob Stallings,BAL,215,193,36,3,15,16,4,0.261682,0.274611
Luis Marquez,TEX,285,263,55,3,25,16,4,0.263158,0.292776
Andrew Jenkins,DET,396,367,84,7,46,21,7,0.282828,0.337875
Lonnie White Jr.,PIT,367,329,65,8,42,27,9,0.275956,0.319149
Misael Urbina,,367,326,66,4,36,33,3,0.28022,0.312883
Reivaj Garcia,,429,400,95,1,43,19,2,0.273585,0.2925
Nate Rombach,WSN,302,283,53,5,24,16,1,0.231788,0.289753
Geraldo Quintero,,446,398,87,7,50,39,7,0.298206,0.324121
Connor Pavolony,,200,179,31,2,15,16,4,0.256281,0.251397
Oliver Carrillo,,314,280,54,9,33,26,6,0.273885,0.332143
Ben Newton,ATH,245,219,46,1,19,13,4,0.264706,0.283105
Manuel Margot,,314,288,70,4,32,20,3,0.297125,0.336806
Cole Roberts,,127,113,21,0,12,10,0,0.25,0.20354
Derlin Figueroa,KCR,524,475,101,9,53,38,3,0.273077,0.313684
Cade Bunnell,,347,308,54,7,26,36,2,0.26513,0.285714
Caden Connor,CHW,509,457,108,7,51,41,3,0.300395,0.326039
Ethan Workinger,,507,468,107,12,54,34,3,0.284024,0.361111
Luis Verdugo,SDP,377,345,69,4,30,24,2,0.254011,0.278261
Tyler McDonough,BOS,389,355,80,4,38,28,3,0.286082,0.31831
Drew Compton,,435,399,92,4,36,33,1,0.289655,0.313283
Drew Ehrhard,,243,223,51,5,19,12,3,0.276151,0.35426
Trevor Austin,HOU,424,378,75,4,37,34,11,0.283019,0.28836
Maikol Escotto,,325,304,64,6,38,13,4,0.250774,0.315789
Jalen Vasquez,,330,296,57,3,31,29,2,0.268293,0.283784
Ian Petrutz,STL,379,336,77,4,32,28,11,0.308511,0.315476
Ryan Burrowes,CHW,452,408,87,6,55,29,8,0.276169,0.29902
Andrick Nava,MIL,218,198,39,1,12,17,1,0.261468,0.252525
Kyle Nevin,LAD,403,368,83,8,46,29,3,0.28536,0.345109
Ronald Hernandez,NYM,431,392,80,6,44,32,5,0.271462,0.295918
Tyler Wilson,NYY,377,344,77,5,35,30,1,0.286472,0.299419
Jacob Campbell,,263,242,48,4,24,13,7,0.259542,0.285124
Alex Mooney,CLE,461,405,80,5,49,35,7,0.269316,0.291358
Drew Bowser,CHC,344,309,57,5,35,30,4,0.264535,0.281553
Jacob Wetzel,,329,293,56,6,37,31,3,0.27439,0.313993
Manuel Palencia,NYY,252,240,55,1,24,9,1,0.258964,0.291667
Peyton Williams,TOR,370,339,70,10,34,26,3,0.267568,0.342183
Juan Montero,BOS,132,116,21,0,10,11,4,0.272727,0.232759
Jared Dickey,ATH,503,447,105,6,49,43,7,0.308151,0.331096
Elijah Nunez,WSN,274,242,50,1,30,28,2,0.291971,0.260331
Patrick Wisdom,SEA,361,323,55,15,39,32,4,0.252078,0.356037
Bennett Lee,DET,238,211,28,3,18,21,4,0.222689,0.208531
Enmanuel Terrero,,256,231,47,4,28,16,2,0.258964,0.294372
Trey Faltine,CIN,174,156,25,1,14,11,3,0.22807,0.230769
Omar De Los Santos,,340,317,62,9,41,15,5,0.242604,0.328076
J.R. Freethy,TOR,379,329,65,5,47,40,9,0.300792,0.288754
Jacob Berry,KCR,486,440,101,7,49,35,7,0.294845,0.343182
Luke Gold,,394,363,77,10,47,19,10,0.269036,0.352617
Ronald Rosario,BOS,407,373,78,7,34,25,4,0.264198,0.308311
Ian Lewis Jr.,MIA,389,358,80,6,47,23,4,0.276486,0.335196
William Lugo,,451,409,85,8,41,34,5,0.274945,0.315403
Austin Callahan,,376,347,70,5,35,22,2,0.251337,0.299712
Jack Payton,SFG,295,263,55,5,34,23,7,0.288136,0.323194
Wilman Diaz,,337,308,64,5,37,22,3,0.265672,0.314935
Josh Hood,SEA,464,431,85,11,53,29,2,0.25,0.315545
Wilber Sanchez,,286,261,46,3,26,20,3,0.242105,0.245211
Fernando Caldera,,111,100,15,1,9,9,2,0.234234,0.23
Aidan Longwell,COL,475,434,106,8,43,30,5,0.298097,0.366359
Cody Morissette,MIN,412,374,73,7,41,28,3,0.254279,0.296791
Justin Gonzales,BOS,415,382,94,6,43,26,6,0.303614,0.358639
Samuel Munoz,LAD,537,484,101,13,58,44,3,0.275605,0.340909
Mac Guscette,ATL,281,256,49,2,17,17,5,0.252669,0.269531
DJ Stewart,,307,264,49,8,29,33,8,0.29316,0.314394
Drake Logan,,335,308,65,5,36,20,6,0.271642,0.301948
Eric Rataczak,,325,289,60,4,28,30,3,0.286154,0.294118
Victor Bericoto,SFG,499,463,112,12,51,30,2,0.288577,0.37149
Engelth Urena,NYY,473,421,75,10,51,41,8,0.262156,0.285036
Austin Deming,,327,299,57,9,30,23,5,0.259939,0.331104
Hogan Windish,,405,363,70,9,44,32,8,0.271605,0.316804
Blake Wright,COL,510,464,114,7,49,26,5,0.29,0.346983
Willy Vasquez,,385,364,83,7,36,18,2,0.267532,0.346154
Guillermo Williamson,,250,225,47,7,19,22,2,0.284,0.337778
Sam Brown,WSN,517,463,106,7,45,40,8,0.29845,0.336933
Rodolfo Nolasco,,399,359,70,9,36,32,5,0.26817,0.314763
Axel Sanchez,SEA,311,279,50,5,28,22,5,0.249191,0.272401
Jeremy De La Rosa,,365,339,72,8,34,23,1,0.263014,0.342183
Ethan Hearn,CHC,324,299,55,8,31,19,5,0.243827,0.311037
Cameron Decker,LAD,314,280,49,10,33,25,6,0.254777,0.335714
Aeverson Arteaga,SFG,498,465,91,7,39,24,2,0.236364,0.288172
Ali Camarillo,ATH,460,421,93,1,34,28,4,0.273523,0.273159
Joe Olsavsky,ATL,330,289,56,2,27,25,16,0.293939,0.259516
Jack López,,368,340,67,6,36,15,3,0.236111,0.291176
Jaylen Palmer,,439,393,73,10,46,39,6,0.268793,0.300254
Sean McLain,LAD,436,391,73,5,45,33,10,0.266667,0.268542
Nelly Taylor,BOS,504,445,89,6,53,53,3,0.287698,0.310112
Adrian De Leon,ARI,344,298,49,3,26,30,9,0.258824,0.234899
Colin Houck,NYM,522,476,91,10,60,36,6,0.254789,0.315126
Cole Foster,,272,249,42,4,23,15,6,0.232472,0.248996
Nick Cimillo,PIT,431,393,83,14,39,30,5,0.274419,0.389313
Jake Steels,,247,218,39,1,20,17,7,0.257143,0.224771
Won-Bin Cho,STL,440,395,85,5,45,34,5,0.284404,0.296203
Jake Snider,,356,307,60,2,41,35,9,0.294618,0.260586
Daniel Vazquez,KCR,516,465,105,2,54,41,1,0.288235,0.294624
Wilmer Flores,,370,332,73,9,33,29,5,0.289189,0.340361
GJ Hill,COL,247,221,43,5,19,16,5,0.262295,0.330317
Thomas Sosa,BAL,349,322,67,7,36,21,5,0.266476,0.326087
Nazzan Zanetello,BOS,389,347,62,8,43,35,6,0.264782,0.293948
Anthony Hall,,270,248,49,3,27,21,1,0.262963,0.28629
Carlos Arroyo,,169,156,27,2,12,8,4,0.230769,0.25
Mike Jarvis,PIT,321,294,57,4,36,16,5,0.245283,0.282313
Ryan Nicholson,LAA,503,446,94,14,50,45,6,0.289421,0.349776
Adrian Rodriguez,ARI,357,318,61,2,35,27,7,0.268362,0.245283
Omar Hernandez,KCR,322,295,60,1,28,14,3,0.245223,0.257627
Connor Scott,KCR,293,272,55,4,28,18,1,0.25256,0.316176
Coby Morales,NYY,484,449,101,7,47,30,4,0.278926,0.327394
Josh Kross,STL,438,401,79,12,47,24,10,0.257991,0.341646
Garrett Howe,CLE,389,347,68,2,37,31,4,0.267532,0.244957
Kaden Hollow,,355,308,63,3,33,35,3,0.289398,0.285714
Marcus Smith,CIN,346,305,52,8,33,33,3,0.255814,0.295082
Carter Cunningham,TOR,414,361,67,12,52,44,5,0.280193,0.32964
Mike Boeve,MIL,312,280,60,5,32,27,3,0.288462,0.310714
Ethan Long,SDP,220,200,36,4,17,17,2,0.25,0.265
Mitchell Daly,,320,287,50,3,26,23,3,0.24127,0.240418
Johnny Olmstead,MIA,485,443,93,10,62,31,5,0.267635,0.334086
Kyle Dernedde,CLE,262,236,44,1,20,15,7,0.251908,0.233051
Marvin Alcantara,BOS,527,491,112,3,52,29,3,0.273245,0.285132
Caleb Ketchup,,424,382,72,7,55,35,3,0.260664,0.287958
Jared Wegner,,266,238,44,5,25,20,5,0.259398,0.298319
Edwin Amparo,BAL,363,326,65,6,32,30,3,0.272222,0.303681
Diego Guzman,,210,188,34,1,18,10,1,0.225,0.25
David Mershon,LAA,369,323,59,2,32,40,1,0.273973,0.250774
Sean Barnett,SDP,264,238,45,6,28,17,8,0.265152,0.306723
