Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
John Michael Bertrand,SFG,21,23,112,14,63,37,1.125,1.46429,4.66071
Kai-Wei Teng,HOU,13,26,82.3,10,77,38,1.09356,1.36087,4.59295
Justin Verlander,DET,21,21,110.7,20,90,43,1.62602,1.44535,5.04065
Griffin Canning,SDP,19,19,97.7,16,88,38,1.4739,1.36131,4.60594
Luke Weaver,PIT,5,43,63.7,9,68,23,1.27159,1.28728,4.37991
Prelander Berroa,CHW,7,34,54.3,6,56,30,0.994475,1.45488,4.30939
Alexander Cornielle,NYY,22,23,105.3,14,76,47,1.19658,1.4245,5.29915
Cory Abbott,,14,23,75.3,11,70,34,1.31474,1.4077,4.9004
Carlos Hernández,CLE,3,43,56,6,52,25,0.964286,1.375,4.33929
Michael Kopech,,12,36,78.7,12,83,42,1.3723,1.35959,4.45997
Nico Tellache,SEA,10,20,74.7,9,52,23,1.08434,1.36546,4.57831
Will Schomberg,MIA,15,22,82.7,10,75,38,1.08827,1.37848,4.67956
Jacob Waguespack,DET,8,25,60.7,8,56,24,1.18616,1.35091,4.15157
Blake Townsend,TEX,9,31,71.3,8,54,23,1.00982,1.24825,4.67041
Luke Little,KCR,2,45,57.3,5,64,31,0.78534,1.29145,3.76963
Yunior Tur,ATH,19,25,93.7,13,75,42,1.24867,1.44077,4.89861
José Rodríguez,LAD,4,36,61.3,8,66,28,1.17455,1.32137,4.40457
Fernando Cruz,NYY,1,49,47.3,5,62,26,0.951374,1.39535,3.99577
Raúl Alcantara,,9,29,83,10,66,33,1.08434,1.3494,4.33735
Brandon Komar,,8,24,80,11,50,27,1.2375,1.4375,5.2875
Cameron Foster,BAL,6,28,56.3,7,49,21,1.11901,1.36767,4.15631
Trent Baker,MIN,14,26,84.3,12,63,30,1.28114,1.39976,4.69751
Jordan Leasure,CHW,1,59,56.3,8,64,24,1.27886,1.2611,4.15631
Joey Gerber,NYM,10,42,55.3,7,51,18,1.13924,1.26582,4.39421
Gregory Soto,PIT,0,60,52.7,4,57,22,0.683112,1.3093,3.75712
Yennier Cano,BAL,0,60,56,5,48,18,0.803571,1.28571,3.69643
Mason Fluharty,TOR,0,64,62.7,7,68,24,1.00478,1.21212,3.58852
Micah Ashman,BAL,0,45,57,6,56,19,0.947368,1.21053,3.78947
Josh White,MIA,2,42,59.7,7,60,22,1.05528,1.23953,3.76884
Jose Cabrera,ARI,21,22,107,13,74,40,1.09346,1.39252,4.45794
Ryan Burr,TOR,2,43,42.7,5,46,16,1.05386,1.28806,3.58314
Carlos Peña,DET,15,23,90.3,13,62,30,1.29568,1.39535,4.78405
Brenan Hanifee,DET,4,48,66.3,7,48,18,0.950226,1.29713,3.93665
Chase Lee,TOR,1,48,59.7,7,58,18,1.05528,1.18928,3.76884
Blake Burkhalter,ATL,13,25,81.7,11,61,29,1.21175,1.38311,4.62668
Blane Abeyta,ATL,12,29,76.7,10,63,27,1.1734,1.35593,4.45893
Anthony Nunez,BAL,0,53,56,6,62,21,0.964286,1.19643,3.69643
Sam Bachman,LAA,5,37,50,4,45,23,0.72,1.4,4.32
Joel Kuhnel,MIL,1,43,51.3,5,37,12,0.877193,1.30604,4.03509
Matt Svanson,STL,1,46,69.7,7,64,23,0.903874,1.23386,3.74462
Zach Penrod,,10,32,54.7,5,48,27,0.822669,1.46252,4.27788
Jack Cushing,,8,29,81.7,13,62,23,1.43207,1.30967,4.51652
Ricky Vanasco,DET,7,30,53.3,6,53,27,1.01313,1.40713,4.39024
Alessandro Ercolani,PIT,18,24,91.7,11,57,35,1.07961,1.42857,4.61287
Michael Lorenzen,,21,22,108.3,19,80,43,1.57895,1.48661,5.15235
Owen White,,15,22,81,10,57,34,1.11111,1.46914,5
Sean Guenther,,2,38,48,5,35,14,0.9375,1.3125,4.125
Jairo Iriarte,CHW,13,28,74.7,9,66,38,1.08434,1.45917,4.81928
Connor Seabold,KCR,12,25,75,11,63,26,1.32,1.38667,4.92
Gabe Speier,SEA,0,62,52,6,59,16,1.03846,1.15385,3.63462
Kyle Hendricks,,19,20,101.7,18,68,33,1.59292,1.49459,5.57522
Cole Winn,TEX,6,35,71.3,7,60,35,0.88359,1.37447,4.54418
Bryan Mata,,5,31,60,6,58,29,0.9,1.41667,4.35
Jose Quintana,COL,19,20,101.3,14,63,49,1.24383,1.6387,5.06417
Roddery Muñoz,HOU,9,33,82.3,13,88,36,1.42163,1.32442,4.26488
Yu Darvish,SDP,17,17,89.3,15,76,31,1.51176,1.37738,4.93841
James McArthur,KCR,4,31,47.7,5,43,18,0.943396,1.34172,4.33962
Gregory Santos,,0,44,47.7,2,43,20,0.377358,1.36268,3.39623
Wes Benjamin,,19,22,97.7,14,72,39,1.28966,1.46366,4.69806
Brad Keller,PHI,7,43,75,10,66,30,1.2,1.36,4.44
Nick Zwack,SFG,21,23,82,11,58,28,1.20732,1.39024,4.71951
Welinton Herrera,COL,0,51,63,7,62,24,1,1.30159,4.14286
Juan Mejia,COL,0,56,63.7,7,67,27,0.989011,1.30298,4.23862
José Fermin,LAA,1,53,58.3,7,60,25,1.08062,1.2693,4.1681
Osvaldo Bido,,13,24,83.7,13,72,37,1.39785,1.4098,5.05376
Alex Cornwell,STL,11,26,83.3,10,54,29,1.08043,1.41657,4.64586
Justin Slaten,BOS,1,41,46.7,5,44,17,0.963597,1.2848,4.04711
Gabriel Barbosa,PHI,10,25,80.3,11,50,23,1.23288,1.38232,5.15567
Braeden Fausnaught,PHI,15,20,84,13,60,30,1.39286,1.42857,5.03571
Victor Juarez,COL,7,30,78.3,11,53,24,1.26437,1.37931,4.71264
Bryan King,HOU,0,58,58.3,7,57,16,1.08062,1.16638,3.70497
Peyton Pallette,CHW,6,40,62.7,8,65,26,1.14833,1.29187,4.01914
Julian Fernández,,3,45,52.3,6,50,18,1.0325,1.30019,4.13002
Peyton Gray,TEX,2,38,58.7,8,60,21,1.22658,1.27768,4.29302
Bryse Wilson,MIL,11,33,89,13,62,27,1.31461,1.33708,4.75281
Jordan Balazovic,,9,33,65.7,8,52,28,1.09589,1.41553,4.52055
Alex Amalfi,TOR,8,30,69.3,9,62,32,1.16883,1.41414,4.41558
Jake Bird,WSN,0,55,67,7,73,28,0.940298,1.26866,4.02985
Zane Mills,CHC,8,26,72.3,9,52,23,1.12033,1.30014,4.48133
Dominic Perachi,PIT,16,20,77.7,9,52,31,1.04247,1.44144,4.6332
Tomoyuki Sugano,COL,20,20,109.3,21,64,29,1.72919,1.51876,5.2699
Evan McKendry,MIA,12,21,82,12,51,20,1.31707,1.31707,4.82927
Lael Lockhart,SEA,20,24,92.3,13,76,44,1.26761,1.48429,4.87541
Marcelo Perez,SEA,20,20,90,12,52,25,1.2,1.34444,4.8
Luke Fox,LAD,19,20,89.7,14,77,44,1.40468,1.44928,5.31773
Marcus Stroman,,18,18,89.7,12,59,39,1.20401,1.48272,5.11706
Yariel Rodríguez,TOR,7,48,68.3,9,67,32,1.18594,1.33236,4.21669
Kevin Ginkel,ARI,0,49,47.3,4,47,19,0.761099,1.31078,3.8055
A.J. Minter,MIN,0,56,51,6,54,17,1.05882,1.19608,3.70588
Jaden Hill,COL,3,42,50.3,6,53,19,1.07356,1.29225,4.29423
Erik Miller,BOS,4,54,51,4,52,27,0.705882,1.37255,3.52941
JoJo Romero,MIL,0,60,57,5,56,23,0.789474,1.26316,3.47368
Kyle Nicolas,WSN,5,48,70.7,9,71,35,1.14569,1.41443,4.71004
Steven Okert,HOU,1,53,51.7,7,57,20,1.21857,1.21857,4.00387
Nick Frasso,COL,11,33,72.7,10,59,29,1.23796,1.38927,4.82806
Ryan Fernandez,STL,0,52,57.7,6,61,25,0.935875,1.31716,4.05546
Walker Powell,,13,18,74.7,11,45,19,1.3253,1.3253,4.57831
Brandon Waddell,,13,22,79.7,11,62,27,1.24216,1.38018,4.74279
Aaron Davenport,CLE,19,22,106,15,81,46,1.27358,1.42453,4.66981
Victor Lizarraga,SDP,21,23,93.3,12,72,44,1.15756,1.44695,5.11254
Drue Hackenberg,ATL,22,22,90.7,10,71,46,0.992282,1.48842,4.86218
Victor Vodnik,MIA,0,54,57.3,5,53,27,0.78534,1.41361,4.08377
Mike Paredes,MIN,3,32,82.7,10,58,26,1.08827,1.35429,4.35308
Erick Fedde,CHW,19,22,107,18,77,43,1.51402,1.51402,5.29907
Tristan Beck,SFG,5,36,74,9,59,24,1.09459,1.2973,4.13514
Pat Gallagher,TOR,6,28,66.3,9,52,23,1.22172,1.34238,4.47964
Brett Kerry,LAA,18,21,102.3,18,70,31,1.58358,1.3783,5.27859
Tony Santillan,CIN,0,66,61.3,7,63,28,1.02773,1.33768,4.25775
Amos Willingham,MIA,2,37,55.7,7,51,18,1.13106,1.29264,4.0395
Dylan Lee,ATL,0,61,58,9,65,17,1.39655,1.17241,3.56897
Brendon Little,TOR,0,64,60.3,5,66,34,0.746269,1.37645,3.73134
Yoniel Curet,DET,21,22,85.7,12,79,40,1.26021,1.38856,5.25088
Wikelman González,MIA,18,20,80,11,77,46,1.2375,1.5,4.95
Kyle Brnovich,PHI,17,21,78,11,66,36,1.26923,1.46154,5.19231
Lucas Erceg,KCR,0,53,52.7,4,49,22,0.683112,1.3093,3.75712
Edgardo Henriquez,LAD,4,44,51.3,6,55,24,1.05263,1.30604,4.38596
PJ Poulin,WSN,2,50,57.3,6,57,24,0.942408,1.3438,4.08377
Enmanuel Pinales,SDP,17,20,89.7,13,67,36,1.30435,1.43813,5.01672
Thaddeus Ward,,19,25,93.7,11,79,49,1.05656,1.51547,4.70651
Dylan Ross,NYM,0,54,56.3,6,59,25,0.959147,1.27886,3.83659
Bailey Dees,,12,29,80.3,12,69,33,1.34496,1.36986,4.70735
Ben Peoples,TEX,9,33,58.7,7,49,28,1.07325,1.46508,4.75298
Kyle Virbitsky,,7,23,66.7,9,48,21,1.21439,1.36432,4.72264
Eduard Bazardo,SEA,0,56,62.3,7,61,21,1.01124,1.20385,3.61156
Carson Ragsdale,,18,24,83,11,70,37,1.19277,1.45783,4.77108
Jagger Haynes,SDP,23,24,96,13,77,46,1.21875,1.45833,4.78125
Jordan Geber,NYM,9,23,63,8,42,21,1.14286,1.39683,4.85714
Danny Coulombe,,1,53,41.7,4,37,17,0.863309,1.36691,3.66906
Avery Weems,,5,27,49,6,42,18,1.10204,1.32653,4.59184
Mason Albright,COL,22,23,103,17,59,36,1.48544,1.47573,5.50485
Brandon Birdsell,CHC,19,19,91,15,68,28,1.48352,1.28571,4.74725
Bowden Francis,TOR,14,21,76,14,65,26,1.65789,1.28947,4.73684
Wil Jensen,,7,25,66.7,9,57,26,1.21439,1.34933,4.31784
Luis Gastelum,STL,0,42,58.3,7,58,18,1.08062,1.21784,3.85935
Ian Hamilton,ATL,1,45,50.3,5,52,23,0.894632,1.35189,3.75746
Nic Swanson,HOU,17,22,80.3,11,62,37,1.23288,1.46949,4.81943
Raisel Iglesias,ATL,0,56,52.7,7,54,14,1.19545,1.17647,3.75712
Casey Legumina,TBR,3,44,56,6,53,22,0.964286,1.32143,4.17857
Elvis Alvarado,ATH,0,53,61,7,63,26,1.03279,1.29508,3.98361
Aaron Bummer,,1,44,48.7,4,50,20,0.73922,1.35524,3.8809
Troy Watson,SEA,12,31,76.3,10,56,32,1.17955,1.46789,4.83617
Bryan Baker,TBR,0,57,56,8,60,21,1.28571,1.25,4.01786
Luis Patiño,,15,18,54,7,42,23,1.16667,1.38889,4.66667
Ryan Yarbrough,NYY,7,21,64.7,10,51,20,1.39104,1.2983,4.72952
Isaac Mattson,PIT,1,49,56.7,6,54,26,0.952381,1.35802,3.96825
David Morgan,SDP,1,48,58.3,6,59,22,0.926244,1.23499,3.85935
Justin Meis,PIT,5,33,63,7,50,26,1,1.39683,4.28571
Joseph Montalvo,DET,18,21,79.7,12,56,29,1.35508,1.40527,4.96863
Blas Castaño,COL,19,24,101.3,12,71,36,1.06614,1.36229,4.61994
Isaac Coffey,BOS,18,21,82.7,11,68,35,1.1971,1.37848,4.89722
Carl Edwards Jr.,DET,7,26,53.7,7,47,25,1.17318,1.47114,4.69274
Gus Varland,WSN,2,41,51.3,5,50,23,0.877193,1.423,4.38596
Luis Moreno,MIA,11,29,79.7,9,59,37,1.01631,1.4931,4.62986
Joan Adon,,12,27,72.3,8,56,34,0.995851,1.47994,4.97925
Shawn Dubin,,4,33,47,5,43,21,0.957447,1.42553,4.02128
Trevor Williams,WSN,16,18,78.3,13,59,27,1.49425,1.5198,5.17241
Jared Karros,LAD,18,18,76.7,13,49,25,1.52542,1.40808,5.39765
Scott Barlow,,1,59,55.3,6,59,29,0.976492,1.37432,4.06872
Alimber Santa,HOU,1,42,62.7,6,60,30,0.861244,1.35566,3.8756
Franco Aleman,CLE,1,37,46.3,5,50,19,0.971922,1.2743,3.88769
Taylor Rashi,ATH,2,40,63.7,7,62,28,0.989011,1.38148,3.81476
Nigel Belgrave,MIA,1,40,61,6,61,26,0.885246,1.2623,3.98361
Ben Lively,CLE,17,18,86,14,61,32,1.46512,1.43023,4.7093
Yerry De los Santos,NYY,0,44,53.7,5,42,19,0.837989,1.28492,4.02235
Steven Cruz,KCR,1,52,53,5,49,23,0.849057,1.30189,3.90566
Drake Fellows,PHI,15,26,85.3,12,58,35,1.26612,1.44197,4.95897
Dedniel Núñez,NYM,0,32,42,5,43,18,1.07143,1.35714,4.07143
Edgar Barclay,NYY,16,20,87,13,65,38,1.34483,1.44828,5.27586
Dakota Hudson,,17,20,104.7,14,58,40,1.20344,1.51862,5.41547
Christian Romero,LAD,13,22,87,12,56,29,1.24138,1.35632,5.17241
Michael Fulmer,LAA,3,39,50.3,6,48,21,1.07356,1.37177,4.29423
Jake Palisch,CHW,10,28,77.7,11,44,22,1.27413,1.40283,4.74903
Tanner Banks,PHI,2,50,55,8,49,15,1.30909,1.27273,4.25455
Zach Messinger,NYY,12,26,81.7,12,64,34,1.32191,1.39535,5.06732
Jonathan Heasley,TBR,11,22,71,10,49,25,1.26761,1.40845,4.94366
Bennett Sousa,HOU,0,44,47.3,6,51,18,1.14165,1.24736,3.8055
Robert Dugger,,17,20,84,12,59,38,1.28571,1.5,5.25
Alex Williams,MIA,10,23,75,10,51,26,1.2,1.4,4.68
Scott Blewett,ATH,7,30,63,7,45,23,1,1.39683,4.28571
Patrick Corbin,TOR,20,20,103.7,18,81,41,1.5622,1.57184,5.64127
Aaron Brown,,13,20,82,12,51,27,1.31707,1.42683,4.93902
Curtis Taylor,,17,24,93,13,70,36,1.25806,1.4086,4.74194
Dane Acker,TEX,8,26,61,8,51,27,1.18033,1.39344,4.86885
Robert Suarez,ATL,0,55,52,6,49,18,1.03846,1.26923,3.98077
Manuel Urias,,13,21,85.7,13,57,29,1.36523,1.40023,4.72579
Tyler Samaniego,BOS,1,36,43,4,37,17,0.837209,1.34884,3.97674
Walker Buehler,SDP,18,20,97,16,83,39,1.48454,1.42268,4.91753
Alex Santos II,HOU,13,20,63.7,9,52,29,1.27159,1.41287,4.52119
Tommy Vail,CHW,8,27,70.3,9,60,38,1.1522,1.50782,4.86486
Peter Solomon,,12,19,72.3,10,59,33,1.24481,1.45228,4.85477
Harry Gustin,SDP,2,28,54.3,6,48,23,0.994475,1.3628,4.30939
Andrew Heaney,,21,24,104,19,84,39,1.64423,1.48077,5.27885
Luis Vargas,ATL,11,20,71.3,10,60,30,1.26227,1.41655,4.67041
Trevor Kuncl,CIN,0,48,48.3,6,40,15,1.11801,1.28364,4.65839
TJ Shook,COL,7,27,65,9,50,25,1.24615,1.44615,4.84615
Wilkel Hernandez,,18,26,90.3,13,60,34,1.29568,1.45072,5.08306
Devereaux Harrison,TOR,14,26,84.7,12,65,40,1.27509,1.46399,4.88784
Beau Brieske,DET,8,36,57.3,8,47,25,1.25654,1.39616,4.71204
Joel Hurtado,LAA,18,19,90,12,55,37,1.2,1.5,5.2
Yaramil Hiraldo,BAL,1,42,56,9,56,19,1.44643,1.26786,4.33929
Avery Short,ARI,19,20,93.3,12,57,33,1.15756,1.42551,4.53376
Braydon Tucker,PHI,14,20,83.3,12,49,27,1.29652,1.42857,5.29412
Codi Heuer,BAL,0,42,47.3,6,49,18,1.14165,1.31078,3.8055
Jalen Beeks,TEX,3,48,56,6,48,23,0.964286,1.33929,4.33929
Osvaldo Berrios,BOS,5,30,57.7,7,42,20,1.09185,1.38648,4.5234
Keegan Akin,BAL,3,53,59.7,9,59,20,1.35678,1.27303,4.07035
Antonio Senzatela,MIL,17,21,92.3,14,53,34,1.36511,1.62514,5.55796
Andre Granillo,DET,0,42,57.3,7,56,25,1.09948,1.3438,4.24084
Caleb Ferguson,STL,1,60,54.7,6,50,21,0.987203,1.33455,4.60695
Jonatan Bernal,ARI,9,20,69,8,38,20,1.04348,1.3913,4.43478
Ryan Lambert,NYM,0,54,55.3,6,62,27,0.976492,1.30199,4.06872
Manuel Rodríguez,TBR,0,46,46.3,5,40,16,0.971922,1.2743,3.88769
Erik Sabrowski,CLE,1,45,47.3,5,58,29,0.951374,1.39535,3.8055
Nick Mears,KCR,0,55,50.3,5,46,21,0.894632,1.33201,4.11531
Dauri Moreta,,1,50,50.7,6,55,23,1.06509,1.30178,3.90533
Matt Gage,SFG,2,48,49,5,39,17,0.918367,1.36735,3.85714
Nick Sinacola,,10,21,70.7,9,47,24,1.14569,1.40028,4.58274
Josh Maciejewski,,6,28,58.7,8,49,23,1.22658,1.3799,4.44634
Seranthony Domínguez,SEA,0,59,53.7,7,58,26,1.17318,1.34078,4.02235
Philip Abner,SFG,0,53,55,6,52,21,0.981818,1.29091,3.92727
José De León,,11,20,67.7,10,59,31,1.32939,1.49188,5.0517
Colin Selby,BAL,1,41,45,5,47,19,1,1.33333,4
Tyler Schlaffer,CHC,19,20,87,12,67,39,1.24138,1.42529,4.86207
Davis Sharpe,,3,37,60.3,7,46,18,1.04478,1.29353,4.32836
A.J. Causey,ATH,0,45,65,7,53,22,0.969231,1.27692,4.15385
Rob Zastryzny,MIL,3,44,42,5,36,15,1.07143,1.33333,4.28571
Jason Alexander,HOU,18,22,95.7,15,69,35,1.41066,1.4629,4.89028
Alex Cook,TBR,2,24,42.7,6,39,15,1.26464,1.31148,4.42623
Alex Lange,KCR,1,47,43.7,3,48,26,0.617849,1.39588,3.91304
Anthony Veneziano,TEX,10,35,78.3,10,62,34,1.14943,1.41762,4.71264
Brock Burke,CIN,1,58,58.3,8,52,19,1.23499,1.32075,4.47684
Zach Fruit,BAL,18,20,78,10,57,39,1.15385,1.51282,4.96154
Drew Sommers,DET,1,47,59.3,6,51,21,0.910624,1.31535,4.09781
Hayden Juenger,ATH,4,42,57,7,48,23,1.10526,1.35088,4.26316
Shawn Armstrong,CLE,3,50,52.3,7,51,18,1.20459,1.28107,3.95794
Jacob Watters,TBR,13,17,64,8,47,32,1.125,1.5,5.0625
Grant Wolfram,BAL,0,42,53,6,52,24,1.01887,1.41509,4.24528
Matt Manning,,12,25,69.7,10,57,34,1.29125,1.47776,5.03587
Jack Dallas,PHI,3,31,48,6,37,15,1.125,1.33333,4.6875
Cade Winquest,STL,18,21,87,14,66,34,1.44828,1.3908,5.27586
Kyle Amendt,ARI,0,41,44,4,48,24,0.818182,1.38636,3.68182
Peter Van Loon,,6,25,55,7,47,22,1.14545,1.38182,4.74545
Angel Chivilli,NYY,0,50,66.3,9,65,23,1.22172,1.2368,4.47964
Elvis Peguero,BAL,1,45,47,4,38,22,0.765957,1.44681,4.40426
Jordan Romano,COL,0,47,43,6,45,16,1.25581,1.30233,4.60465
Dylan Floro,,0,45,42.3,4,30,14,0.851064,1.41844,4.04255
Trey McLoughlin,HOU,1,34,43,5,40,17,1.04651,1.32558,3.97674
Sam Benschoter,CIN,9,29,76.3,12,58,28,1.41547,1.40236,5.42595
Shinnosuke Ogasawara,,9,26,62.7,9,49,22,1.29187,1.37161,5.02392
Trace Bright,BAL,17,22,82.3,11,67,43,1.20292,1.51883,4.92102
Fraser Ellard,,2,46,49,5,51,26,0.918367,1.38776,4.04082
Connor Schultz,CHC,10,20,69,11,50,20,1.43478,1.33333,4.82609
Hyun-il Choi,,16,23,90.3,14,57,24,1.39535,1.35105,5.18272
Oscar Rayo,KCR,4,28,70.7,8,45,23,1.01839,1.35785,4.71004
Brooks Raley,PHI,1,50,41.3,4,38,16,0.871671,1.28329,4.14044
Carter Baumler,TEX,1,36,47.7,5,43,21,0.943396,1.32075,4.15094
Austin Pope,,2,41,49.7,6,48,18,1.08652,1.30785,3.9839
Jonathan Loáisiga,ARI,1,40,43.7,4,35,13,0.823799,1.25858,3.50114
Shaun Anderson,LAA,16,22,92.3,16,62,27,1.56013,1.45179,5.26544
Zach McCambley,CIN,3,36,55.3,6,53,26,0.976492,1.37432,4.23146
Zach Thompson,,13,21,68.7,10,46,27,1.31004,1.49927,4.84716
John Schreiber,KCR,0,59,52.3,6,48,20,1.0325,1.31931,4.13002
Alec Baker,ARI,11,25,73,9,45,24,1.10959,1.41096,4.56164
Connor Van Scoyoc,WSN,8,29,84.3,10,46,28,1.06762,1.43535,4.80427
Zach Franklin,NYM,0,44,48.7,6,49,20,1.10883,1.31417,4.43532
Zach Maxwell,CIN,0,56,57.7,7,62,30,1.09185,1.40381,4.36742
Jesus Tinoco,MIA,1,37,45,5,37,18,1,1.33333,4.4
Mark Leiter Jr.,ATH,1,47,45.3,6,49,20,1.19205,1.39073,4.37086
José Buttó,SFG,1,56,66,6,57,26,0.818182,1.27273,3.68182
Robert Stephenson,LAA,0,41,39.7,6,43,13,1.3602,1.23426,4.3073
Marc Church,TEX,1,32,42,4,42,21,0.857143,1.35714,4.5
Mitch Neunborn,PHI,13,25,72.3,11,53,29,1.36929,1.47994,5.3527
Patrick Murphy,,3,25,35.3,4,30,15,1.01983,1.41643,4.58924
Justin Lawrence,WSN,0,44,47.3,4,49,24,0.761099,1.39535,3.99577
Kevin Herget,NYM,4,32,50,7,38,15,1.26,1.36,4.68
Seth Lonsway,SFG,20,23,97,10,66,46,0.927835,1.52577,4.73196
Hans Crouse,SDP,0,43,47.7,6,56,23,1.13208,1.29979,4.15094
Carlos Estévez,KCR,0,55,52.3,6,43,20,1.0325,1.28107,4.13002
Brett Wichrowski,MIL,21,21,91.3,13,65,38,1.28149,1.41292,5.02738
RJ Petit,COL,2,43,56,7,47,21,1.125,1.375,4.5
Caleb Thielbar,CHC,0,55,44.3,6,42,15,1.21896,1.30926,4.06321
Roel Garcia III,TBR,8,20,62.3,10,43,19,1.44462,1.36437,4.91172
Austin Love,STL,6,32,61.7,7,51,27,1.02107,1.41005,4.37601
Joey Lucchesi,,7,31,67.7,8,47,26,1.06352,1.44756,4.387
Michael Knorr,HOU,3,35,51.3,7,48,21,1.22807,1.36452,4.21053
Matt Pushard,MIA,1,43,53.3,6,46,19,1.01313,1.31332,4.05253
Sam Carlson,,1,40,55,6,57,24,0.981818,1.30909,4.09091
Max Kranick,WSN,4,29,45,7,35,13,1.4,1.31111,4.4
Keegan Thompson,COL,5,29,57,8,50,26,1.26316,1.45614,4.89474
Luis Curvelo,TEX,0,47,55.3,7,50,21,1.13924,1.28391,4.55696
Abdiel Mendoza,,6,28,68.7,8,53,26,1.04804,1.35371,4.45415
Antoine Kelly,CHC,5,33,52.7,6,51,28,1.02467,1.40417,4.78178
Douglas Orellana,NYM,6,31,53,7,51,26,1.18868,1.41509,4.58491
Miguel Mendez,SFG,20,20,88,11,71,43,1.125,1.42045,5.11364
David Leal,,5,32,61.7,8,43,20,1.16694,1.36143,4.81361
Richard Lovelady,WSN,1,44,47,5,44,16,0.957447,1.29787,4.21277
Xzavion Curry,NYM,13,25,76,12,50,29,1.42105,1.46053,4.97368
Andrew Quezada,,15,21,77.7,11,39,31,1.27413,1.62162,5.44402
Kyle Backhus,PHI,0,50,50.3,6,51,19,1.07356,1.31213,4.29423
Hayden Harris,ATL,0,45,49.7,6,57,20,1.08652,1.24748,3.80282
Trent Harris,SFG,0,38,56,7,49,17,1.125,1.30357,3.85714
Evan Fitterer,SDP,14,24,85.7,11,65,40,1.15519,1.47025,4.72579
Randy Wynne,,13,19,70.3,13,35,18,1.6643,1.47937,5.76102
Charlie Beilenson,SEA,0,38,55,6,49,19,0.981818,1.27273,4.09091
Austin Krob,,12,22,74.3,9,55,35,1.09017,1.49394,4.72409
Ian Gibaut,,0,44,42.3,5,34,17,1.06383,1.44208,4.89362
Craig Yoho,CLE,0,49,54,6,58,23,1,1.25926,3.83333
Antonio Santos,,15,21,73.3,10,60,35,1.22783,1.44611,4.78854
Kyle Gibson,,19,19,99.7,17,81,44,1.5346,1.56469,5.32598
Grant Holman,PHI,2,41,46.7,5,38,16,0.963597,1.2848,3.85439
Tyler Gilbert,CHW,5,36,52.7,8,46,21,1.36622,1.42315,4.95256
Vince Velasquez,KCR,16,20,77.7,13,74,37,1.50579,1.45431,4.86486
Garrett McDaniels,LAD,5,36,52.3,6,45,25,1.0325,1.45315,4.47419
Nick Raquet,BAL,2,33,54.3,7,44,18,1.16022,1.34438,4.30939
Bryan Hudson,CHW,1,43,51.3,6,49,23,1.05263,1.32554,4.5614
Evan Sisk,PIT,0,52,53,5,52,24,0.849057,1.35849,3.90566
JJ Goss,ATH,9,28,58.7,8,39,22,1.22658,1.41397,4.9063
Adisyn Coffey,CHW,1,42,51.7,7,49,22,1.21857,1.37331,4.35203
Enyel De Los Santos,HOU,0,57,57.7,8,56,20,1.24783,1.2305,4.05546
Hagen Danner,LAA,0,47,50,7,42,16,1.26,1.34,4.86
Hunter Stratton,SDP,0,43,51.3,6,47,18,1.05263,1.30604,4.21053
Nic Enright,TOR,0,35,43.3,6,39,14,1.24711,1.27021,3.94919
Jose Espada,BAL,2,37,52,7,51,26,1.21154,1.42308,4.5
Spencer Turnbull,,15,20,73,10,51,33,1.23288,1.54795,5.17808
Nick Davila,SEA,5,28,57.7,7,39,18,1.09185,1.33449,4.5234
Max Lazar,PHI,1,45,56,7,43,17,1.125,1.30357,4.5
Ben Anderson,TEX,17,21,89,13,50,34,1.31461,1.49438,5.25843
Reed Garrett,NYM,0,40,40.3,4,43,22,0.8933,1.48883,4.24318
Tommy Nance,MIN,1,42,46.3,6,44,16,1.16631,1.36069,4.08207
Mason Thompson,,1,35,38.7,3,34,20,0.697674,1.42119,4.65116
Tim Mayza,PHI,1,47,40,5,34,13,1.125,1.375,4.275
Karl Kauffmann,,12,28,87,12,51,38,1.24138,1.5977,5.27586
Justin Jarvis,,15,20,80.3,13,58,35,1.45704,1.48194,5.37983
Anthony Bender,MIA,0,50,47.3,5,44,18,0.951374,1.2685,3.8055
Aaron Wilkerson,,20,20,102.7,19,64,25,1.66504,1.46056,5.1704
Cesar Gomez,,7,27,59,8,40,21,1.22034,1.40678,4.57627
Sean Reid-Foley,,0,40,40.7,4,44,22,0.884521,1.42506,3.98034
Logan Gillaspie,SDP,8,29,58.3,8,43,20,1.23499,1.38937,4.63122
Angel Felipe,,2,38,42.7,4,44,24,0.843091,1.42857,4.42623
Christian Roa,HOU,7,35,65.7,8,65,34,1.09589,1.4003,4.24658
Reiss Knehr,MIL,6,25,53.3,7,48,25,1.18199,1.40713,4.5591
Jimmy Herget,COL,0,45,59,9,53,20,1.37288,1.35593,4.57627
Emilio Pagán,CIN,0,53,52,9,51,18,1.55769,1.23077,4.5
Josh Ekness,MIA,0,46,56,5,54,24,0.803571,1.30357,4.17857
Aaron Rozek,MIN,10,24,85.3,13,59,28,1.37163,1.41852,5.06448
Geoff Hartlieb,ATH,1,34,46.7,6,40,20,1.15632,1.4561,5.01071
Jake Miller,,3,34,52.3,6,38,19,1.0325,1.35755,4.3021
Seth Johnson,ATH,10,38,68.3,10,61,33,1.31772,1.47877,4.87555
Yondrei Rojas,TOR,0,42,49,6,46,18,1.10204,1.26531,4.04082
