Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Tom Cosgrove,WSN,0,44,46.7,6,43,22,1.15632,1.37045,4.62527
Marques Johnson,SFG,0,39,50.3,6,50,25,1.07356,1.39165,4.11531
Kenley Jansen,DET,0,50,45,7,41,18,1.4,1.33333,4.6
Cam Booser,TBR,0,46,43,7,44,21,1.46512,1.46512,4.39535
Cody Bolton,HOU,4,29,43.7,6,37,20,1.2357,1.44165,4.53089
Gabriel Yanez,,0,36,53,7,39,18,1.18868,1.39623,4.41509
Matt Turner,NYM,3,36,51.3,6,43,25,1.05263,1.4425,4.73684
Bradley Hanner,NYY,0,39,48.7,6,45,22,1.10883,1.35524,4.80493
Cole Henry,WSN,2,47,47.7,6,47,26,1.13208,1.40461,4.90566
Vinny Nittoli,,1,34,38,5,30,15,1.18421,1.47368,4.97368
Ryan Pressly,,0,44,41,5,32,17,1.09756,1.43902,4.60976
Will Bednar,SFG,4,33,49,6,51,26,1.10204,1.40816,4.59184
Alexis Díaz,TEX,0,46,48,5,46,28,0.9375,1.35417,5.0625
Daniel Lloyd,BAL,4,28,57.7,8,39,22,1.24783,1.43847,4.67938
Austin Vernon,TBR,3,30,50,7,47,28,1.26,1.48,4.86
Triston McKenzie,,17,22,80.3,14,78,44,1.56912,1.48194,4.93151
Daysbel Hernández,,0,44,44.7,5,47,26,1.00671,1.45414,4.42953
Juan Morillo,ARI,0,53,47.7,5,45,26,0.943396,1.48847,3.96226
Carlos Guzman,NYM,4,33,53.3,7,44,25,1.18199,1.44465,4.89681
Adam Ottavino,,0,50,44.3,5,45,24,1.0158,1.4447,4.67269
Danny Wirchansky,,11,21,66.7,9,40,28,1.21439,1.48426,4.9925
Zach Plesac,,16,17,80.7,13,48,32,1.44981,1.54895,5.24164
Colin Poche,,0,48,42.3,6,37,19,1.2766,1.3948,4.46809
Brady Choban,LAA,0,45,50.7,6,35,18,1.06509,1.38067,4.7929
Tayler Saucedo,LAA,0,40,37,4,33,18,0.972973,1.48649,4.86486
Jared Kollar,,15,23,90.3,15,52,31,1.49502,1.46179,5.38206
Jeremy Wu-Yelland,BOS,0,24,40,5,41,18,1.125,1.375,4.725
Cooper Adams,BOS,2,27,59.7,8,46,23,1.20603,1.39028,4.82412
Steven Pérez,CLE,0,33,52.3,7,45,21,1.20459,1.37667,4.3021
Derek Law,ARI,1,47,52,6,40,21,1.03846,1.44231,3.98077
Nick Nastrini,,15,22,77.3,12,67,47,1.39715,1.55239,5.47219
Jack Neely,CHC,0,37,45,6,47,21,1.2,1.31111,4.4
Joshua Cornielly,NYM,1,34,51.3,7,44,19,1.22807,1.32554,4.5614
Orlando Ribalta,WSN,0,38,39.7,5,36,21,1.1335,1.51134,4.7607
Wandy Peralta,SDP,1,54,52,5,42,25,0.865385,1.38462,4.15385
Alex Hoppe,BAL,0,37,56.3,7,54,26,1.11901,1.4032,4.31616
Chris Wright,,1,34,40,4,38,24,0.9,1.525,4.5
Ross Carver,,6,28,59,8,47,27,1.22034,1.42373,4.72881
Alexander Alberto,TBR,1,35,42.7,5,38,21,1.05386,1.42857,4.84777
Zach Pop,MIA,0,44,43.7,6,34,15,1.2357,1.373,4.94279
Chris Rodriguez,CHW,7,23,44.3,6,32,23,1.21896,1.58014,5.28217
José Ruiz,,1,44,46.7,7,43,19,1.34904,1.41328,4.81799
Hunter Parsons,,0,27,39.3,5,38,19,1.14504,1.39949,4.80916
Luis F. Castillo,,7,22,36,5,24,17,1.25,1.61111,5.25
Collin Baumgartner,,0,44,51.7,8,47,23,1.39265,1.45068,4.87427
Ray Gaither,,3,34,40,5,31,20,1.125,1.5,4.725
Carlos Torres,COL,0,31,44.3,6,29,15,1.21896,1.46727,5.07901
Casey Lawrence,PHI,15,19,87.3,16,45,22,1.64948,1.50057,5.46392
Brandon Neeck,PIT,3,34,43.3,5,35,22,1.03926,1.50115,4.57275
Austin Kitchen,SEA,1,39,57,7,37,17,1.10526,1.36842,4.42105
Gerardo Carrillo,ARI,0,41,45.7,5,40,18,0.984683,1.33479,4.13567
Danny Young,ATL,0,44,40.3,4,43,19,0.8933,1.33995,4.24318
Eric Adler,,1,35,38,4,29,22,0.947368,1.57895,4.97368
Houston Roth,SEA,3,29,53.7,7,48,26,1.17318,1.41527,4.52514
José Ureña,,10,21,62.7,10,41,31,1.43541,1.61085,5.45455
Brian Moran,,2,21,39.3,6,32,13,1.37405,1.45038,5.03817
Jimmy Kingsbury,SEA,3,35,56.7,7,41,18,1.11111,1.28748,4.44444
Scott Alexander,KCR,2,43,36.7,4,25,14,0.980926,1.49864,4.41417
Peter Strzelecki,STL,0,36,40.7,5,36,18,1.10565,1.37592,4.64373
Lucas Wepf,LAD,0,34,41,6,41,20,1.31707,1.41463,5.04878
Nick Hull,SEA,5,28,59,8,45,26,1.22034,1.42373,4.72881
Christopher Troye,,0,27,38.7,4,36,24,0.930233,1.55039,4.65116
Yosber Sanchez,DET,0,34,45.3,5,37,22,0.993378,1.47903,4.56954
Drew Parrish,,12,24,76.7,14,50,31,1.64276,1.49935,5.74967
Garrett Hill,,10,23,59,8,50,31,1.22034,1.49153,4.72881
Jacob Wallace,CHC,1,34,45,6,44,23,1.2,1.44444,4.6
Larson Kindreich,TEX,3,31,50.3,7,50,29,1.25249,1.47117,5.00994
Francis Peña,SDP,0,40,51.3,6,43,23,1.05263,1.40351,4.38596
William Fleming,,12,23,73.7,11,44,24,1.34328,1.42469,5.00678
Nick Robertson,LAD,0,41,48,7,44,22,1.3125,1.4375,4.875
Ethan Bosacker,KCR,13,21,82.7,13,42,28,1.41475,1.43894,5.44135
Grant Hartwig,,0,34,43.7,5,38,19,1.02975,1.39588,4.53089
Darren Bowen,MIN,14,22,69.7,10,40,29,1.29125,1.50646,5.42324
Jake Walkinshaw,MIA,5,26,44.7,6,26,18,1.20805,1.52125,5.03356
Gabriel Jackson,,4,21,55.7,7,32,23,1.13106,1.49013,4.8474
Jayvien Sandridge,BAL,0,38,44,5,49,28,1.02273,1.5,4.70455
Carlos Tavera,BAL,8,20,57.3,9,45,29,1.41361,1.53578,5.18325
Tanner Kohlhepp,DET,1,32,40.3,4,34,22,0.8933,1.51365,4.91315
Jack Snyder,,0,28,39.3,5,30,18,1.14504,1.50127,4.80916
Gustavo Rodriguez,ATH,0,34,45.3,6,40,22,1.19205,1.43488,4.56954
Fernando Sanchez,SDP,3,28,62,8,48,26,1.16129,1.41935,4.64516
Yovanny Cruz,WSN,0,30,46.3,6,45,22,1.16631,1.36069,4.85961
Tim Naughton,,0,30,41.7,6,38,19,1.29496,1.46283,4.7482
Johan Simon,DET,0,26,60.3,7,46,25,1.04478,1.4262,4.47761
Hayden Merda,NYY,5,33,54,8,44,26,1.33333,1.44444,5.16667
Preston Johnson,MIN,2,25,46.3,6,40,25,1.16631,1.49028,4.85961
Thomas Schultz,WSN,4,38,52.7,8,40,22,1.36622,1.42315,5.12334
Miguel Castro,,0,41,37.3,5,32,17,1.20643,1.47453,5.06702
Janser Lara,TEX,0,16,26,4,24,10,1.38462,1.26923,4.84615
Wander Guante,,5,30,62.7,9,42,25,1.29187,1.45136,5.02392
Samy Natera Jr.,LAA,5,37,54,8,56,32,1.33333,1.5,5
Jorge Alcala,TOR,0,48,51,9,52,23,1.58824,1.37255,4.58824
Wander Suero,ATH,0,43,43.7,7,40,18,1.44165,1.41876,4.73684
Blake Holub,MIL,0,40,45.3,6,42,23,1.19205,1.43488,4.37086
Joel Valdez,,3,28,50.7,7,45,25,1.2426,1.43984,5.50296
Reggie Crawford,SFG,10,25,32.3,5,33,16,1.39319,1.39319,5.01548
Orlando Ortiz-Mayr,MIA,16,21,81.7,11,55,42,1.21175,1.57895,5.28764
Antonio Knowles,LAD,0,40,45.7,6,43,23,1.18162,1.42232,4.92341
Sam Ryan,,2,37,58.7,7,44,28,1.07325,1.51618,4.9063
Brady Feigl,,3,21,37.7,6,34,19,1.43236,1.61804,5.25199
Tanner Burns,,5,28,52.7,7,40,27,1.19545,1.51803,4.61101
Ike Buxton,,12,19,63.3,8,40,32,1.13744,1.54818,5.11848
Brad Deppermann,,0,36,39,5,28,13,1.15385,1.4359,4.38462
Jesús Liranzo,,0,37,44,6,41,19,1.22727,1.38636,4.70455
Andrew Moore,PIT,0,37,46.7,5,49,27,0.963597,1.43469,4.43255
Anthony DeSclafani,,12,18,65.7,12,51,24,1.64384,1.50685,4.79452
Noah Song,BOS,4,25,45,6,37,24,1.2,1.53333,5
Stephen Jones,MIA,1,40,50.3,6,39,21,1.07356,1.45129,4.65209
Brody Rodning,,3,28,32.7,5,33,19,1.37615,1.55963,4.95413
Luis Pacheco,,0,35,39.3,5,29,17,1.14504,1.42494,5.03817
Diego Castillo,,0,33,33,3,27,22,0.818182,1.69697,4.90909
Braxton Roxby,SFG,0,40,52.3,6,48,21,1.0325,1.31931,4.3021
Corbin Martin,CHC,4,34,52.3,7,48,28,1.20459,1.4914,4.81836
T.J. McFarland,,0,44,36.3,4,22,13,0.991736,1.4876,4.95868
Tyler Owens,DET,3,33,45.7,6,33,20,1.18162,1.46608,4.72648
Hobie Harris,BOS,1,33,39.3,5,31,21,1.14504,1.60305,5.03817
Austin Schulfer,PHI,1,32,40.7,5,29,18,1.10565,1.49877,5.086
Daniel Harper,PHI,0,33,36.3,5,30,17,1.23967,1.4876,5.20661
Tyler Santana,CHC,3,28,59.7,8,38,23,1.20603,1.44054,4.82412
Zach Peek,NYM,1,34,54.3,7,46,25,1.16022,1.43646,4.80663
Ryan Boyer,,0,32,47,7,40,16,1.34043,1.31915,4.59574
Nick Hernandez,ATH,0,45,48,7,49,23,1.3125,1.39583,4.6875
Davison Palermo,COL,0,39,54,7,40,24,1.16667,1.5,5
Yorlin Calderon,,2,37,58.3,7,44,20,1.08062,1.3036,4.63122
Ryan Och,SDP,0,39,46.7,5,41,25,0.963597,1.4561,4.62527
Patrick Weigel,COL,1,32,36.7,5,33,19,1.22616,1.55313,5.3951
Ryan Long,BAL,12,21,75.7,13,45,26,1.54557,1.43989,5.46896
Taylor Clarke,ARI,3,41,49.7,8,37,15,1.44869,1.36821,4.34608
Ryan Harbin,PIT,1,42,53.7,6,52,31,1.00559,1.48976,4.52514
J.B. Wendelken,,1,29,33,4,27,17,1.09091,1.51515,4.90909
Dylan Phillips,LAA,1,39,58,8,45,21,1.24138,1.39655,4.81034
Drew Smith,,0,41,38.7,6,39,18,1.39535,1.42119,4.65116
Matt Foster,,0,36,39,6,35,14,1.38462,1.35897,4.15385
CD Pelham,PIT,0,39,36.7,5,32,18,1.22616,1.49864,4.90463
Tyler Cleveland,SEA,6,31,59,9,45,20,1.37288,1.33898,4.72881
Jordan Marks,,2,30,42.7,6,28,16,1.26464,1.42857,4.84777
Adrian Sampson,,16,17,82,13,44,31,1.42683,1.57317,5.4878
Sam Weatherly,COL,1,34,43.3,6,40,23,1.24711,1.52425,5.1963
Alek Jacob,SDP,0,46,55.3,8,51,23,1.30199,1.33816,4.71971
Zach Jacobs,CLE,3,32,59,8,45,24,1.22034,1.35593,4.57627
Gunner Mayer,,4,32,51,6,48,29,1.05882,1.47059,4.76471
Jason Blanchard,,1,31,43.3,6,39,21,1.24711,1.47806,4.7806
Steven Wilson,TBR,0,51,49,8,47,23,1.46939,1.34694,4.77551
Eduardo Salazar,,4,45,64,7,47,31,0.984375,1.54688,4.92188
Yunior Marte,,0,41,39.7,6,35,18,1.3602,1.51134,5.44081
Kenyon Yovan,LAA,1,39,48.7,7,39,20,1.29363,1.41684,4.80493
Tyson Miller,,3,33,48.3,7,40,24,1.30435,1.49068,5.21739
Jack Ralston,MIA,0,34,48.3,6,51,30,1.11801,1.53209,4.47205
Mason Hickman,,2,26,42,6,38,22,1.28571,1.5,4.5
Jack Hartman,TBR,0,34,40.3,5,29,19,1.11663,1.48883,4.91315
Yaqui Rivera,BAL,0,34,45.7,5,43,24,0.984683,1.40044,4.72648
Ryan Miller,COL,0,34,46.3,7,33,17,1.36069,1.46868,5.054
Bryce Conley,NYM,16,19,86.7,16,63,34,1.6609,1.46482,5.60554
Julian Merryweather,MIN,0,41,38.7,5,38,22,1.16279,1.60207,4.88372
Tyler Zuber,MIA,1,36,42,6,38,21,1.28571,1.52381,4.92857
Kelvin Cáceres,LAA,1,32,42.7,5,40,24,1.05386,1.49883,4.84777
Hunter Hoopes,MIN,0,40,46,6,44,19,1.17391,1.32609,4.69565
Ryan Cardona,,17,21,83.7,13,53,45,1.39785,1.60096,6.02151
Chasen Shreve,,3,20,27.3,5,23,11,1.64835,1.50183,5.27473
Peyton Alford,SEA,0,38,48.3,6,46,23,1.11801,1.38716,4.47205
Spencer Bivens,SFG,1,39,63.7,8,46,22,1.1303,1.41287,4.37991
Albert Abreu,,1,29,37.3,5,33,22,1.20643,1.58177,5.30831
Nolan Hoffman,KCR,2,41,54.3,8,52,24,1.32597,1.43646,4.97238
Ben Bowden,ATH,0,39,43,6,38,22,1.25581,1.46512,4.60465
Matt Seelinger,NYM,0,36,47,7,42,22,1.34043,1.48936,4.97872
Shay Schanaman,ATL,0,31,39.3,4,30,18,0.916031,1.42494,4.80916
Tanner Rainey,DET,1,43,41.7,6,41,23,1.29496,1.48681,4.7482
Stefan Raeth,,1,39,47.3,6,38,17,1.14165,1.31078,4.5666
Tommy Romero,,9,18,64.3,10,46,31,1.39969,1.47745,5.17885
Devin Sweet,BOS,2,39,49.7,7,41,23,1.26761,1.48893,4.88934
Albert Suárez,,14,20,75.7,14,58,31,1.66447,1.5852,5.46896
Miguel Díaz,,1,44,48.3,6,39,21,1.11801,1.42857,4.47205
Luis Peralta,CHC,2,43,52.3,7,51,31,1.20459,1.54876,5.16252
Ryan Anderson,,0,33,42.7,5,31,18,1.05386,1.38173,5.05855
Wilking Rodríguez,,0,34,27.3,4,26,16,1.31868,1.53846,4.94506
Adam Plutko,,16,17,80,15,44,26,1.6875,1.5375,5.625
Manuel Mercedes,SFG,15,24,80.7,9,41,36,1.00372,1.54895,5.24164
Travis MacGregor,NYY,1,38,57,7,46,26,1.10526,1.40351,4.89474
Yency Almonte,LAD,0,36,35.3,5,31,17,1.27479,1.44476,5.35411
Caden Monke,KCR,0,39,51.7,5,44,30,0.870406,1.54739,4.70019
Sam Long,KCR,1,44,49.7,7,40,24,1.26761,1.48893,4.88934
Trevor Gott,,0,38,35.7,5,27,13,1.2605,1.45658,4.78992
Junior Fernández,,0,37,43.7,5,38,21,1.02975,1.48741,4.11899
Hayden Durke,,0,45,47.3,4,46,30,0.761099,1.47992,4.18605
Jonathan Brand,TEX,0,30,47,7,39,19,1.34043,1.3617,4.78723
Mark McLaughlin,,1,34,51,7,38,24,1.23529,1.4902,5.11765
Andrew Chafin,,0,50,40,5,41,27,1.125,1.7,4.95
Jason Ruffcorn,SEA,0,41,52.3,6,43,24,1.0325,1.41491,4.47419
Brian Metoyer,NYM,0,35,38.3,5,41,20,1.17493,1.40992,4.69974
Daniel Juarez,,0,30,40.7,5,32,18,1.10565,1.42506,4.86486
Ben Simon,NYM,0,34,46.3,6,38,18,1.16631,1.36069,4.85961
Guillo Zuñiga,NYM,0,39,43.7,5,38,20,1.02975,1.39588,4.53089
Kyle Nelson,,1,47,40,7,35,16,1.575,1.425,4.95
Aidan Anderson,CHW,1,32,46,6,33,19,1.17391,1.41304,5.08696
Bobby Milacki,,5,27,57.7,9,34,20,1.40381,1.43847,4.99133
Trey McGough,,1,24,43,6,35,22,1.25581,1.51163,5.02326
Ryan Shreve,,1,29,55.3,7,31,22,1.13924,1.5009,5.04521
Jacob Meador,,12,24,59.7,9,43,31,1.35678,1.55779,5.57789
A.J. Block,,1,30,45.3,6,40,22,1.19205,1.47903,5.16556
Jeisson Cabrera,BAL,0,33,39.3,5,38,22,1.14504,1.50127,4.80916
Michael Watson,STL,0,37,54,6,50,26,1,1.37037,4.66667
Nolan Clenney,,0,23,41,5,31,18,1.09756,1.46341,4.82927
Connor Staine,COL,20,21,84,15,50,37,1.60714,1.57143,6
Gabe Bierman,MIA,3,28,57,7,42,28,1.10526,1.52632,4.89474
Alaska Abney,,0,31,40,5,32,16,1.125,1.35,4.5
Kendall Graveman,,1,39,37,4,32,21,0.972973,1.56757,4.62162
Penn Murfee,,1,37,39,6,32,18,1.38462,1.46154,5.07692
Carlos Carrasco,,18,20,91,17,66,35,1.68132,1.63736,5.83517
Jimmy Burnette,,0,34,38,4,36,22,0.947368,1.47368,4.73684
Geison Urbaez,,5,23,48.3,6,29,24,1.11801,1.53209,5.21739
Sean Harney,ARI,4,24,39.3,5,28,18,1.14504,1.47583,4.58015
Easton Sikorski,CIN,0,28,52.7,8,42,23,1.36622,1.4611,5.29412
Jaden Woods,CHW,0,39,58,7,50,26,1.08621,1.43103,4.5
Austin Smith,COL,0,38,37.7,5,29,19,1.19363,1.56499,5.49072
Chase Costello,MIL,0,27,38.3,5,29,16,1.17493,1.40992,4.69974
Andrew Vasquez,,2,29,40.3,6,32,15,1.33995,1.41439,5.3598
Cole Ayers,,1,33,42.7,6,32,20,1.26464,1.47541,5.26932
Mark Manfredi,COL,3,35,53.7,7,50,29,1.17318,1.41527,4.86034
Nicholas Padilla,,1,34,41,5,35,24,1.09756,1.56098,5.04878
Chazz Martinez,KCR,0,43,60,7,49,27,1.05,1.41667,4.5
Tayler Scott,,0,39,42.7,5,37,22,1.05386,1.52225,4.637
Alonzo Richardson,,5,21,65.7,8,35,31,1.09589,1.55251,5.06849
Fineas Del Bonta-Smith,,1,24,37,5,24,15,1.21622,1.48649,4.86486
Luis Guerrero,TBR,0,40,49.3,6,44,26,1.09533,1.41988,4.74645
Devin Smeltzer,,12,20,70.3,12,42,27,1.53627,1.4936,5.24893
Ben Sears,KCR,0,37,54,7,36,18,1.16667,1.38889,4.83333
Jacob Webb,,2,29,50.7,7,40,25,1.2426,1.49901,4.97041
Zach Willeman,,9,17,52,7,26,26,1.21154,1.63462,5.53846
Sean Poppen,,1,28,37,4,30,19,0.972973,1.48649,4.86486
Luke Jackson,,0,43,42.3,5,37,21,1.06383,1.44208,4.46809
Ricardo Velez,,1,31,51.7,7,40,22,1.21857,1.39265,4.87427
Justin Yeager,TBR,0,44,46.3,6,40,23,1.16631,1.46868,4.66523
Jacob Bosiokovic,,0,31,37.3,5,33,19,1.20643,1.50134,4.82574
Jackson Lancaster,TBR,0,28,41.3,6,32,18,1.30751,1.45278,4.79419
Donovan Benoit,,1,20,44.7,6,34,23,1.20805,1.52125,5.63758
Alec Barger,,0,34,37.7,5,28,19,1.19363,1.59151,5.25199
John Curtiss,,1,41,48,7,35,15,1.3125,1.35417,4.5
Génesis Cabrera,,0,49,50.3,8,46,22,1.43141,1.39165,4.83101
Colten Brewer,,0,30,34.3,5,30,17,1.31195,1.48688,4.98542
Wyatt Mills,WSN,5,30,43,7,37,21,1.46512,1.48837,5.44186
Luis Contreras,,0,43,48.3,7,45,24,1.30435,1.42857,4.84472
Jarod Bayless,PIT,8,29,55.7,8,44,18,1.29264,1.31059,5.17056
Evan Justice,COL,1,35,35.3,4,30,23,1.01983,1.67139,5.09915
Tyler Matzek,,0,32,30,4,25,17,1.2,1.6,4.8
Nick Mikolajchak,,0,34,37,5,28,18,1.21622,1.48649,4.37838
Nick Anderson,,0,39,40,7,36,18,1.575,1.5,4.95
Gerald Ogando,BAL,0,33,46.3,6,40,20,1.16631,1.38229,4.66523
Rafael Montero,,0,48,45.3,6,40,26,1.19205,1.52318,4.96689
Jack Jasiak,CLE,0,32,59.7,8,44,20,1.20603,1.35678,4.52261
Luis Angel Rodriguez,,7,17,53.3,8,38,28,1.35084,1.53846,5.23452
Tyler Jay,MIL,0,31,37.7,5,28,16,1.19363,1.45889,4.77454
Alex Speas,,0,33,36.3,4,34,24,0.991736,1.57025,4.95868
Logan Boyer,,0,42,46.7,6,39,26,1.15632,1.54176,5.01071
Nicholas Regalado,,2,29,44.7,5,33,24,1.00671,1.52125,5.2349
Wade Miley,,16,16,69,13,38,29,1.69565,1.57971,6.13043
Sam Whiting,SEA,10,19,57,8,37,30,1.26316,1.5614,5.52632
Aaron Brooks,TBR,11,17,67.3,12,37,26,1.60475,1.61961,5.75037
Kevin Gowdy,,1,33,39.3,5,27,18,1.14504,1.50127,4.80916
Michael Tonkin,MIN,0,34,47.3,7,41,18,1.33192,1.39535,4.94715
Alejandro Torres,HOU,1,24,38,5,32,18,1.18421,1.39474,4.97368
Marquis Grissom Jr.,,0,38,44,6,33,18,1.22727,1.40909,4.90909
Jackson Kelley,CHW,1,29,40,6,34,19,1.35,1.475,5.175
Andrew Dalquist,SDP,6,33,53,7,41,31,1.18868,1.56604,5.09434
LJ McDonough,ATL,0,35,43.3,5,37,23,1.03926,1.52425,4.7806
Zach Bryant,TEX,0,27,39,5,29,18,1.15385,1.51282,5.07692
Randel Clemente,STL,0,36,46,5,46,29,0.978261,1.5,4.5
Dylan Heid,,0,26,38,5,32,21,1.18421,1.55263,4.97368
Tommy Mace,,17,23,89.3,13,58,46,1.31019,1.57895,5.03919
Nick Burdi,,0,36,38.7,5,40,21,1.16279,1.44703,4.88372
Nick Vespi,,0,35,40.3,6,32,18,1.33995,1.48883,5.13648
Jesse Chavez,,1,31,38.7,7,34,17,1.62791,1.55039,4.88372
Jonny Cuevas,TBR,2,28,51,7,30,23,1.23529,1.5098,5.11765
Woo-Suk Go,MIN,2,34,42,6,32,21,1.28571,1.54762,5.14286
Zac Leigh,CHC,0,38,42,5,37,22,1.07143,1.42857,4.71429
Wyatt Olds,BOS,4,32,63,7,56,36,1,1.49206,5.14286
Frankie Scalzo Jr.,CHC,2,31,44.3,6,34,21,1.21896,1.4447,4.87585
John McMillon,,0,37,41.3,6,43,27,1.30751,1.57385,5.01211
Hunter Parks,CIN,9,23,53.3,8,42,33,1.35084,1.61351,5.90994
Andrew Marrero,HOU,0,29,40.7,5,38,22,1.10565,1.44963,4.86486
Indigo Diaz,,0,38,43.3,5,35,22,1.03926,1.47806,4.3649
Grayson Thurman,,0,34,40,6,30,18,1.35,1.475,4.725
Tyler Vogel,SFG,0,35,52,6,40,23,1.03846,1.46154,4.5
Robinson Martínez,,0,30,36.3,5,33,19,1.23967,1.4876,4.95868
Justin Dunn,,13,18,59,9,45,32,1.37288,1.54237,5.49153
Buck Farmer,,0,43,46.3,7,39,23,1.36069,1.51188,5.24838
Parker Dunshee,,4,27,49,7,37,23,1.28571,1.53061,5.5102
Jeff Brigham,,1,31,35.3,6,39,19,1.52975,1.44476,4.84419
Chase Plymell,CHW,1,30,52.3,8,32,19,1.37667,1.47228,5.16252
Justin King,MIA,0,34,35,5,36,21,1.28571,1.54286,4.88571
Ryan Hendrix,,0,33,40,4,36,22,0.9,1.5,4.5
Jose Geraldo,SEA,0,32,41.3,5,33,19,1.08959,1.42857,5.01211
Bryce McGowan,COL,0,42,45.7,6,34,25,1.18162,1.61926,5.12035
Nick Morreale,,3,27,49,7,32,18,1.28571,1.46939,4.77551
Zane Russell,,0,41,45,6,37,22,1.2,1.46667,4.4
Joey Krehbiel,,0,37,45,6,28,18,1.2,1.48889,5
Ryan Middendorf,,0,35,42,5,31,18,1.07143,1.42857,4.92857
Kyle Bischoff,MIN,0,33,41.3,5,37,23,1.08959,1.50121,5.01211
Lenny Torres Jr.,,0,43,46,6,42,27,1.17391,1.52174,5.08696
Hunter Hayes,,1,29,55.3,7,38,23,1.13924,1.44665,4.88246
Brendan Cellucci,TOR,1,26,42.7,6,39,25,1.26464,1.52225,4.84777
Ivan Armstrong,,2,27,44.7,6,31,21,1.20805,1.49888,5.2349
Charlie Morton,,18,21,98.7,17,95,53,1.55015,1.57042,5.37994
Scott McGough,,1,35,42.3,8,37,20,1.70213,1.56028,5.74468
Mitchell Tyranski,,0,39,44.7,6,39,22,1.20805,1.4094,4.63087
Brandon Hughes,,1,35,42.3,7,40,18,1.48936,1.34752,4.68085
Tyler Bradt,STL,2,31,50.3,6,41,28,1.07356,1.53082,5.00994
Tommy Kahnle,,1,49,43.7,6,35,24,1.2357,1.53318,4.73684
J.P. Feyereisen,LAD,2,29,36.3,7,25,13,1.73554,1.4876,5.70248
Angel Perdomo,,0,30,30.7,4,31,21,1.17264,1.56352,5.27687
Michael Flynn,,1,31,35.7,5,33,17,1.2605,1.40056,5.04202
Joel Cesar,,0,25,33,5,25,15,1.36364,1.54545,5.18182
Logan Clayton,,12,18,62.7,9,35,28,1.29187,1.563,5.16746
Chris Stratton,,0,35,40.3,7,34,18,1.56328,1.53846,5.58313
Zane Morehouse,CLE,0,40,44.7,6,39,21,1.20805,1.43177,4.42953
Justin Garza,NYM,1,36,40.7,7,31,17,1.54791,1.49877,5.52826
Craig Kimbrel,KCR,0,49,42.3,6,47,26,1.2766,1.513,4.89362
Anthony Gose,KCR,0,37,37.7,6,40,20,1.43236,1.51194,4.29708
Keyshawn Askew,,3,30,47.7,5,37,29,0.943396,1.55136,5.28302
Tyler Baum,WSN,1,34,38.3,5,33,22,1.17493,1.56658,5.16971
Alan Busenitz,,1,30,38,7,26,15,1.65789,1.57895,5.92105
Ben Harris,,1,35,38.7,5,39,28,1.16279,1.60207,5.34884
Robert Kwiatkowski,,1,24,42.3,6,29,18,1.2766,1.46572,4.89362
Johnathan Lavallee,CIN,0,30,36.7,6,32,21,1.47139,1.58038,5.64033
Miguel Gomez,,4,20,30.7,5,23,18,1.4658,1.62866,5.86319
Michael Stryffeler,,0,32,36.7,5,31,19,1.22616,1.52589,4.6594
Ryder Ryan,LAD,2,36,53,8,39,24,1.35849,1.50943,5.26415
Austin Adams,,1,36,30.7,4,37,23,1.17264,1.62866,5.57003
Michael Martinez,,0,35,40.7,6,34,20,1.32678,1.44963,5.086
Taylor Floyd,CIN,0,38,51.7,8,41,22,1.39265,1.47002,5.5706
Nick Richmond,,0,27,33,4,23,16,1.09091,1.54545,5.18182
Antonio Menendez,ARI,0,33,45,5,35,21,1,1.44444,4.4
Héctor Neris,,0,44,37.7,6,35,22,1.43236,1.59151,5.49072
Brandon Johnson,KCR,1,43,56.7,9,48,25,1.42857,1.44621,4.92063
Sean Reynolds,,1,42,51.3,6,47,31,1.05263,1.50097,4.91228
Justin Anderson,,0,37,39,6,36,21,1.38462,1.5641,5.07692
Kaleb Bowman,MIL,0,34,42,6,33,18,1.28571,1.42857,4.92857
Joel Peguero,SFG,0,44,53,6,40,23,1.01887,1.43396,4.41509
Rodolfo Martinez,,0,31,35,5,28,18,1.28571,1.57143,4.88571
Tyler LaPorte,ATL,0,35,43.3,6,33,19,1.24711,1.47806,4.7806
Jacob Barnes,,0,35,36.3,6,25,17,1.4876,1.5978,5.45455
Shohei Tomioka,ATH,0,36,42.7,6,33,22,1.26464,1.54567,5.05855
Chad Green,,0,40,39.3,8,31,14,1.83206,1.45038,5.03817
Victor González,,0,37,39.3,5,29,20,1.14504,1.50127,5.03817
Holden Powell,WSN,0,41,45,5,36,25,1,1.51111,5
Landon Sims,ARI,1,40,46.3,6,41,25,1.16631,1.51188,4.66523
Thomas Farr,CIN,13,21,72,13,38,27,1.625,1.51389,6.125
Harold Chirino,,0,37,44.7,5,36,23,1.00671,1.47651,4.63087
Luke Young,WSN,5,31,58.7,9,37,22,1.3799,1.46508,5.51959
William Kempner,MIA,1,41,55.3,7,52,30,1.13924,1.44665,4.71971
J.C. Flowers,,2,24,42,5,28,24,1.07143,1.64286,4.92857
Raul Brito,,0,37,52.7,7,45,26,1.19545,1.48008,4.95256
Christian Suarez,LAD,0,39,53.7,7,47,33,1.17318,1.58287,5.02793
Arij Fransen,,3,24,51.7,8,34,26,1.39265,1.58607,6.09284
Austin Davis,,1,32,33.7,4,32,23,1.06825,1.63205,5.60831
Gerardo Gutierrez,,0,28,38,5,27,16,1.18421,1.47368,4.73684
